,09-26
1881,8.4
1882,
1883,9.9
1884,15.6
1885,8.8
1886,7.8
1887,13.8
1888,8.4
1889,12.7
1890,14.2
1891,10.8
1892,12.4
1893,10.0
1894,5.4
1895,13.4
1896,12.4
1897,13.9
1898,12.5
1899,14.5
1900,17.4
1901,16.0
1902,11.2
1903,14.5
1904,20.0
1905,8.8
1906,5.0
1907,8.4
1908,10.3
1909,13.1
1910,9.7
1911,13.7
1912,7.7
1913,11.3
1914,16.7
1915,9.2
1916,10.4
1917,14.8
1918,13.6
1919,11.1
1920,17.5
1921,9.5
1922,10.6
1923,19.7
1924,18.9
1925,18.2
1926,12.1
1927,13.4
1928,8.7
1929,14.6
1930,14.5
1931,6.0
1932,14.1
1933,18.6
1934,13.8
1935,7.2
1936,12.9
1937,13.7
1938,19.3
1939,5.4
1940,10.4
1941,10.3
1942,14.8
1943,18.3
1944,16.6
1945,7.2
1946,10.6
1947,13.5
1948,9.6
1949,15.0
1950,13.6
1951,17.6
1952,13.1
1953,11.9
1954,11.5
1955,13.9
1956,11.6
1957,4.6
1958,8.1
1959,7.6
1960,15.2
1961,18.0
1962,14.3
1963,20.7
1964,12.6
1965,13.7
1966,8.5
1967,15.4
1968,11.1
1969,15.0
1970,8.6
1971,12.2
1972,13.8
1973,5.4
1974,21.7
1975,20.4
1976,8.8
1977,7.5
1978,7.3
1979,11.2
1980,12.6
1981,16.3
1982,13.1
1983,11.8
1984,12.6
1985,9.6
1986,3.6
1987,12.6
1988,16.3
1989,15.3
1990,7.4
1991,14.2
1992,14.8
1993,9.8
1994,12.2
1995,16.2
1996,14.3
1997,11.6
1998,11.6
1999,10.3
2000,13.3
2001,11.3
2002,12.8
2003,15.9
2004,15.1
2005,17.0
2006,13.5
2007,18.7
2008,13.1
2009,15.6
2010,17.3
2011,11.8
2012,12.4
2013,7.7
2014,
2015,
2016,
2017,
2018,
