,04-29
1881,5.0
1882,
1883,
1884,7.7
1885,7.1
1886,-0.1
1887,12.6
1888,8.1
1889,8.8
1890,22.6
1891,17.0
1892,13.4
1893,4.2
1894,20.0
1895,14.8
1896,10.4
1897,18.7
1898,7.0
1899,11.7
1900,5.3
1901,14.9
1902,1.6
1903,
1904,6.5
1905,15.3
1906,13.6
1907,8.4
1908,17.5
1909,7.0
1910,11.7
1911,17.4
1912,3.4
1913,13.8
1914,8.3
1915,4.9
1916,16.4
1917,0.8
1918,5.9
1919,3.1
1920,13.9
1921,15.2
1922,15.1
1923,6.1
1924,4.9
1925,8.7
1926,13.6
1927,5.6
1928,18.7
1929,2.4
1930,5.6
1931,19.3
1932,10.2
1933,9.2
1934,13.4
1935,0.3
1936,21.9
1937,12.8
1938,14.4
1939,8.5
1940,4.9
1941,14.3
1942,9.0
1943,6.9
1944,6.9
1945,20.7
1946,17.3
1947,7.8
1948,3.5
1949,12.6
1950,14.0
1951,24.2
1952,23.5
1953,16.4
1954,8.1
1955,8.8
1956,7.3
1957,15.9
1958,14.8
1959,18.5
1960,13.3
1961,3.7
1962,10.0
1963,16.3
1964,17.2
1965,12.6
1966,13.5
1967,12.9
1968,10.1
1969,13.3
1970,12.6
1971,6.6
1972,8.0
1973,15.0
1974,13.5
1975,12.3
1976,2.7
1977,12.5
1978,0.8
1979,14.0
1980,16.6
1981,8.0
1982,10.8
1983,6.7
1984,12.7
1985,9.2
1986,16.7
1987,15.0
1988,10.0
1989,24.2
1990,14.1
1991,10.7
1992,19.5
1993,13.0
1994,11.4
1995,4.5
1996,12.5
1997,11.6
1998,25.0
1999,11.2
2000,10.8
2001,16.4
2002,8.8
2003,5.9
2004,8.5
2005,6.5
2006,14.1
2007,6.9
2008,20.3
2009,15.1
2010,8.1
2011,14.2
2012,11.5
2013,12.9
2014,
2015,
2016,
2017,
2018,13.3
