,DATE,TMAX
157,1881-06-07,26.3
522,1882-06-07,
887,1883-06-07,
1253,1884-06-07,16.2
1618,1885-06-07,17.8
1983,1886-06-07,18.7
2348,1887-06-07,19.7
2714,1888-06-07,12.4
3079,1889-06-07,15.5
3444,1890-06-07,27.4
3809,1891-06-07,8.7
4175,1892-06-07,15.7
4540,1893-06-07,20.1
4905,1894-06-07,18.8
5270,1895-06-07,17.9
5636,1896-06-07,28.4
6001,1897-06-07,11.2
6366,1898-06-07,23.7
6731,1899-06-07,8.9
7096,1900-06-07,14.7
7461,1901-06-07,26.1
7826,1902-06-07,9.7
8191,1903-06-07,16.3
8557,1904-06-07,11.3
8922,1905-06-07,17.0
9287,1906-06-07,16.1
9652,1907-06-07,13.5
10018,1908-06-07,8.9
10383,1909-06-07,14.6
10748,1910-06-07,17.9
11113,1911-06-07,16.7
11479,1912-06-07,20.4
11844,1913-06-07,24.7
12209,1914-06-07,13.6
12574,1915-06-07,12.0
12940,1916-06-07,24.9
13305,1917-06-07,17.6
13670,1918-06-07,14.1
14035,1919-06-07,21.6
14401,1920-06-07,16.0
14766,1921-06-07,12.7
15131,1922-06-07,18.9
15496,1923-06-07,10.2
15862,1924-06-07,13.1
16227,1925-06-07,13.9
16592,1926-06-07,26.2
16957,1927-06-07,12.6
17323,1928-06-07,8.4
17688,1929-06-07,17.1
18053,1930-06-07,20.1
18418,1931-06-07,10.0
18784,1932-06-07,12.3
19149,1933-06-07,20.3
19514,1934-06-07,20.7
19879,1935-06-07,16.1
20245,1936-06-07,24.5
20610,1937-06-07,17.0
20975,1938-06-07,18.6
21340,1939-06-07,24.2
21706,1940-06-07,16.8
22071,1941-06-07,9.7
22436,1942-06-07,15.0
22801,1943-06-07,17.3
23167,1944-06-07,21.7
23532,1945-06-07,17.8
23897,1946-06-07,15.3
24262,1947-06-07,24.4
24628,1948-06-07,24.5
24993,1949-06-07,20.6
25358,1950-06-07,17.7
25723,1951-06-07,13.7
26089,1952-06-07,19.4
26454,1953-06-07,21.5
26819,1954-06-07,10.1
27184,1955-06-07,18.5
27550,1956-06-07,22.5
27915,1957-06-07,14.6
28280,1958-06-07,14.6
28645,1959-06-07,26.0
29011,1960-06-07,24.5
29376,1961-06-07,28.4
29741,1962-06-07,15.8
30106,1963-06-07,18.3
30472,1964-06-07,19.4
30837,1965-06-07,21.9
31202,1966-06-07,25.0
31567,1967-06-07,14.9
31933,1968-06-07,22.4
32298,1969-06-07,13.5
32663,1970-06-07,23.0
33028,1971-06-07,19.5
33394,1972-06-07,25.5
33759,1973-06-07,22.1
34124,1974-06-07,22.1
34489,1975-06-07,20.3
34855,1976-06-07,12.6
35220,1977-06-07,20.2
35585,1978-06-07,25.6
35950,1979-06-07,20.2
36316,1980-06-07,25.0
36681,1981-06-07,19.4
37046,1982-06-07,11.0
37411,1983-06-07,15.0
37777,1984-06-07,20.1
38142,1985-06-07,12.1
38507,1986-06-07,24.7
38872,1987-06-07,19.4
39238,1988-06-07,29.8
39603,1989-06-07,23.2
39968,1990-06-07,11.4
40333,1991-06-07,12.8
40699,1992-06-07,23.5
41064,1993-06-07,15.5
41429,1994-06-07,17.0
41794,1995-06-07,24.3
42160,1996-06-07,16.5
42525,1997-06-07,23.4
42890,1998-06-07,17.1
43255,1999-06-07,29.5
43621,2000-06-07,15.8
43986,2001-06-07,24.1
44351,2002-06-07,18.6
44716,2003-06-07,16.6
45082,2004-06-07,17.5
45447,2005-06-07,17.4
45812,2006-06-07,11.3
46177,2007-06-07,22.9
46543,2008-06-07,16.0
46908,2009-06-07,13.2
47273,2010-06-07,19.3
47638,2011-06-07,26.4
48004,2012-06-07,17.0
48369,2013-06-07,21.6
48734,2014-06-07,
49078,2015-06-07,
49444,2016-06-07,
49809,2017-06-07,23.2
50174,2018-06-07,
