,DATE,TMAX
315,1881-11-12,2.0
680,1882-11-12,
1045,1883-11-12,5.6
1411,1884-11-12,4.1
1776,1885-11-12,3.5
2141,1886-11-12,6.7
2506,1887-11-12,-0.6
2872,1888-11-12,-2.6
3237,1889-11-12,2.0
3602,1890-11-12,-1.6
3967,1891-11-12,-2.0
4333,1892-11-12,3.5
4698,1893-11-12,-2.6
5063,1894-11-12,1.6
5428,1895-11-12,1.1
5794,1896-11-12,-5.1
6159,1897-11-12,3.9
6524,1898-11-12,4.4
6889,1899-11-12,3.3
7254,1900-11-12,-1.0
7619,1901-11-12,-3.2
7984,1902-11-12,4.0
8349,1903-11-12,
8715,1904-11-12,-1.6
9080,1905-11-12,0.5
9445,1906-11-12,0.1
9810,1907-11-12,1.8
10176,1908-11-12,-3.2
10541,1909-11-12,5.2
10906,1910-11-12,1.0
11271,1911-11-12,4.4
11637,1912-11-12,1.9
12002,1913-11-12,3.3
12367,1914-11-12,4.2
12732,1915-11-12,4.5
13098,1916-11-12,5.8
13463,1917-11-12,6.9
13828,1918-11-12,4.7
14193,1919-11-12,-6.6
14559,1920-11-12,2.1
14924,1921-11-12,-7.1
15289,1922-11-12,2.5
15654,1923-11-12,6.6
16020,1924-11-12,1.4
16385,1925-11-12,1.0
16750,1926-11-12,3.6
17115,1927-11-12,-2.3
17481,1928-11-12,0.5
17846,1929-11-12,3.5
18211,1930-11-12,1.8
18576,1931-11-12,6.6
18942,1932-11-12,4.5
19307,1933-11-12,1.2
19672,1934-11-12,3.6
20037,1935-11-12,7.0
20403,1936-11-12,6.6
20768,1937-11-12,9.3
21133,1938-11-12,2.9
21498,1939-11-12,6.2
21864,1940-11-12,0.2
22229,1941-11-12,-4.1
22594,1942-11-12,-1.3
22959,1943-11-12,-1.9
23325,1944-11-12,4.3
23690,1945-11-12,-1.5
24055,1946-11-12,1.1
24420,1947-11-12,-0.9
24786,1948-11-12,-2.2
25151,1949-11-12,3.2
25516,1950-11-12,4.4
25881,1951-11-12,-7.5
26247,1952-11-12,3.5
26612,1953-11-12,7.0
26977,1954-11-12,7.6
27342,1955-11-12,8.3
27708,1956-11-12,-6.1
28073,1957-11-12,3.8
28438,1958-11-12,5.7
28803,1959-11-12,3.7
29169,1960-11-12,1.4
29534,1961-11-12,-5.1
29899,1962-11-12,-1.5
30264,1963-11-12,1.2
30630,1964-11-12,2.6
30995,1965-11-12,-2.5
31360,1966-11-12,3.7
31725,1967-11-12,6.1
32091,1968-11-12,-1.0
32456,1969-11-12,6.3
32821,1970-11-12,1.1
33186,1971-11-12,4.3
33552,1972-11-12,6.2
33917,1973-11-12,1.2
34282,1974-11-12,5.3
34647,1975-11-12,1.6
35013,1976-11-12,2.5
35378,1977-11-12,9.8
35743,1978-11-12,3.6
36108,1979-11-12,3.0
36474,1980-11-12,-2.3
36839,1981-11-12,1.1
37204,1982-11-12,9.1
37569,1983-11-12,-2.4
37935,1984-11-12,-2.0
38300,1985-11-12,3.1
38665,1986-11-12,10.2
39030,1987-11-12,1.5
39396,1988-11-12,1.7
39761,1989-11-12,7.0
40126,1990-11-12,-1.0
40491,1991-11-12,4.0
40857,1992-11-12,-1.1
41222,1993-11-12,-3.6
41587,1994-11-12,-2.4
41952,1995-11-12,-1.2
42318,1996-11-12,1.6
42683,1997-11-12,1.4
43048,1998-11-12,-8.2
43413,1999-11-12,5.0
43779,2000-11-12,5.2
44144,2001-11-12,4.1
44509,2002-11-12,-4.0
44874,2003-11-12,5.7
45240,2004-11-12,9.0
45605,2005-11-12,8.9
45970,2006-11-12,-0.8
46335,2007-11-12,0.8
46701,2008-11-12,10.8
47066,2009-11-12,1.3
47431,2010-11-12,6.3
47796,2011-11-12,5.0
48162,2012-11-12,7.9
48527,2013-11-12,6.1
48892,2014-11-12,
49236,2015-11-12,
49602,2016-11-12,-2.9
49967,2017-11-12,
50331,2018-11-12,
