,07-17
1881,18.0
1882,
1883,
1884,23.0
1885,30.8
1886,26.6
1887,29.2
1888,20.2
1889,12.7
1890,21.2
1891,19.7
1892,20.2
1893,21.3
1894,23.0
1895,15.1
1896,25.5
1897,27.9
1898,18.5
1899,28.0
1900,20.9
1901,29.4
1902,22.7
1903,18.2
1904,21.7
1905,23.2
1906,18.5
1907,15.8
1908,25.5
1909,19.7
1910,15.0
1911,16.5
1912,26.3
1913,20.5
1914,25.0
1915,23.2
1916,26.1
1917,23.0
1918,16.1
1919,20.7
1920,24.2
1921,18.4
1922,24.6
1923,20.5
1924,22.4
1925,20.2
1926,19.7
1927,27.1
1928,21.9
1929,19.4
1930,24.8
1931,21.6
1932,19.7
1933,26.2
1934,22.2
1935,22.9
1936,22.6
1937,19.5
1938,24.0
1939,27.2
1940,18.5
1941,15.2
1942,17.0
1943,23.7
1944,20.7
1945,21.3
1946,22.0
1947,20.7
1948,22.5
1949,17.9
1950,20.8
1951,22.4
1952,21.0
1953,15.6
1954,21.0
1955,21.4
1956,18.4
1957,28.9
1958,20.5
1959,18.7
1960,29.7
1961,23.0
1962,17.6
1963,27.1
1964,27.4
1965,19.2
1966,21.0
1967,17.8
1968,15.7
1969,14.6
1970,21.3
1971,15.6
1972,25.5
1973,27.6
1974,23.9
1975,17.9
1976,24.4
1977,16.6
1978,18.1
1979,23.3
1980,21.4
1981,21.1
1982,27.3
1983,19.9
1984,21.8
1985,19.8
1986,22.3
1987,13.7
1988,31.5
1989,19.7
1990,19.0
1991,22.5
1992,20.1
1993,21.4
1994,24.2
1995,22.9
1996,13.9
1997,21.1
1998,23.8
1999,23.4
2000,24.0
2001,31.7
2002,25.0
2003,25.6
2004,22.1
2005,29.0
2006,16.1
2007,23.8
2008,22.8
2009,22.6
2010,24.8
2011,21.7
2012,20.3
2013,20.0
2014,
2015,
2016,
2017,
2018,
