,DATE,TMAX
308,1881-11-05,1.2
673,1882-11-05,
1038,1883-11-05,5.1
1404,1884-11-05,4.0
1769,1885-11-05,1.6
2134,1886-11-05,1.6
2499,1887-11-05,9.3
2865,1888-11-05,-4.3
3230,1889-11-05,3.0
3595,1890-11-05,8.1
3960,1891-11-05,0.6
4326,1892-11-05,1.0
4691,1893-11-05,0.1
5056,1894-11-05,6.8
5421,1895-11-05,3.6
5787,1896-11-05,-2.4
6152,1897-11-05,6.9
6517,1898-11-05,6.0
6882,1899-11-05,10.2
7247,1900-11-05,-0.8
7612,1901-11-05,3.5
7977,1902-11-05,1.6
8342,1903-11-05,
8708,1904-11-05,-0.7
9073,1905-11-05,0.0
9438,1906-11-05,0.5
9803,1907-11-05,2.3
10169,1908-11-05,-4.1
10534,1909-11-05,4.9
10899,1910-11-05,1.0
11264,1911-11-05,7.3
11630,1912-11-05,-1.6
11995,1913-11-05,8.0
12360,1914-11-05,-1.1
12725,1915-11-05,1.3
13091,1916-11-05,5.7
13456,1917-11-05,2.5
13821,1918-11-05,4.8
14186,1919-11-05,-1.3
14552,1920-11-05,-0.5
14917,1921-11-05,-2.9
15282,1922-11-05,7.9
15647,1923-11-05,6.4
16013,1924-11-05,1.4
16378,1925-11-05,-0.5
16743,1926-11-05,0.3
17108,1927-11-05,0.4
17474,1928-11-05,8.4
17839,1929-11-05,5.4
18204,1930-11-05,11.9
18569,1931-11-05,9.8
18935,1932-11-05,0.2
19300,1933-11-05,4.7
19665,1934-11-05,4.3
20030,1935-11-05,0.9
20396,1936-11-05,7.1
20761,1937-11-05,6.9
21126,1938-11-05,6.2
21491,1939-11-05,-0.2
21857,1940-11-05,1.7
22222,1941-11-05,-1.1
22587,1942-11-05,-1.1
22952,1943-11-05,4.3
23318,1944-11-05,5.7
23683,1945-11-05,2.7
24048,1946-11-05,1.4
24413,1947-11-05,8.8
24779,1948-11-05,9.8
25144,1949-11-05,7.5
25509,1950-11-05,0.4
25874,1951-11-05,1.4
26240,1952-11-05,-2.1
26605,1953-11-05,0.5
26970,1954-11-05,5.3
27335,1955-11-05,2.9
27701,1956-11-05,2.2
28066,1957-11-05,11.4
28431,1958-11-05,6.9
28796,1959-11-05,5.8
29162,1960-11-05,7.9
29527,1961-11-05,8.3
29892,1962-11-05,9.2
30257,1963-11-05,2.2
30623,1964-11-05,2.9
30988,1965-11-05,5.3
31353,1966-11-05,6.9
31718,1967-11-05,11.3
32084,1968-11-05,10.0
32449,1969-11-05,-2.5
32814,1970-11-05,-2.0
33179,1971-11-05,4.6
33545,1972-11-05,3.3
33910,1973-11-05,7.6
34275,1974-11-05,5.1
34640,1975-11-05,5.5
35006,1976-11-05,1.2
35371,1977-11-05,2.4
35736,1978-11-05,5.1
36101,1979-11-05,0.6
36467,1980-11-05,0.6
36832,1981-11-05,0.2
37197,1982-11-05,1.1
37562,1983-11-05,5.3
37928,1984-11-05,5.9
38293,1985-11-05,4.0
38658,1986-11-05,3.4
39023,1987-11-05,5.2
39389,1988-11-05,4.0
39754,1989-11-05,6.8
40119,1990-11-05,6.1
40484,1991-11-05,5.8
40850,1992-11-05,5.1
41215,1993-11-05,1.4
41580,1994-11-05,2.1
41945,1995-11-05,-1.6
42311,1996-11-05,10.3
42676,1997-11-05,-2.4
43041,1998-11-05,0.2
43406,1999-11-05,8.9
43772,2000-11-05,11.0
44137,2001-11-05,6.9
44502,2002-11-05,0.4
44867,2003-11-05,8.3
45233,2004-11-05,8.1
45598,2005-11-05,9.0
45963,2006-11-05,-3.2
46328,2007-11-05,2.1
46694,2008-11-05,7.5
47059,2009-11-05,0.5
47424,2010-11-05,6.9
47789,2011-11-05,7.9
48155,2012-11-05,5.7
48520,2013-11-05,8.5
48885,2014-11-05,
49229,2015-11-05,7.3
49595,2016-11-05,-2.8
49960,2017-11-05,8.9
50324,2018-11-05,8.8
