,DATE,TMAX
4,1881-01-05,2.2
369,1882-01-05,
734,1883-01-05,
1099,1884-01-05,-11.6
1465,1885-01-05,-4.3
1830,1886-01-05,-1.3
2195,1887-01-05,0.7
2560,1888-01-05,0.4
2926,1889-01-05,2.0
3291,1890-01-05,1.6
3656,1891-01-05,-9.1
4021,1892-01-05,-9.0
4387,1893-01-05,-15.6
4752,1894-01-05,-2.8
5117,1895-01-05,-5.5
5482,1896-01-05,-0.2
5848,1897-01-05,-5.6
6213,1898-01-05,1.6
6578,1899-01-05,-7.4
6943,1900-01-05,-6.9
7308,1901-01-05,-4.1
7673,1902-01-05,1.0
8038,1903-01-05,
8403,1904-01-05,-2.4
8769,1905-01-05,-3.8
9134,1906-01-05,-4.3
9499,1907-01-05,
9864,1908-01-05,-17.2
10230,1909-01-05,1.0
10595,1910-01-05,-2.2
10960,1911-01-05,-9.1
11325,1912-01-05,-13.7
11691,1913-01-05,1.4
12056,1914-01-05,-13.6
12421,1915-01-05,-8.8
12786,1916-01-05,1.4
13152,1917-01-05,-7.4
13517,1918-01-05,-20.1
13882,1919-01-05,-0.7
14247,1920-01-05,-3.5
14613,1921-01-05,-8.1
14978,1922-01-05,-6.0
15343,1923-01-05,0.1
15708,1924-01-05,-7.1
16074,1925-01-05,1.9
16439,1926-01-05,-5.0
16804,1927-01-05,1.9
17169,1928-01-05,-3.7
17535,1929-01-05,-0.4
17900,1930-01-05,3.4
18265,1931-01-05,-5.3
18630,1932-01-05,-6.7
18996,1933-01-05,0.6
19361,1934-01-05,-6.4
19726,1935-01-05,-21.6
20091,1936-01-05,3.3
20457,1937-01-05,5.0
20822,1938-01-05,-12.4
21187,1939-01-05,-0.4
21552,1940-01-05,-16.9
21918,1941-01-05,-1.3
22283,1942-01-05,0.7
22648,1943-01-05,0.1
23013,1944-01-05,-4.8
23379,1945-01-05,1.7
23744,1946-01-05,1.1
24109,1947-01-05,-11.3
24474,1948-01-05,-14.3
24840,1949-01-05,2.5
25205,1950-01-05,-24.5
25570,1951-01-05,1.2
25935,1952-01-05,-0.2
26301,1953-01-05,-7.4
26666,1954-01-05,-6.4
27031,1955-01-05,-6.5
27396,1956-01-05,0.0
27762,1957-01-05,-2.5
28127,1958-01-05,-14.2
28492,1959-01-05,2.4
28857,1960-01-05,-0.2
29223,1961-01-05,3.4
29588,1962-01-05,1.2
29953,1963-01-05,-8.0
30318,1964-01-05,1.9
30684,1965-01-05,-0.5
31049,1966-01-05,-10.6
31414,1967-01-05,-2.3
31779,1968-01-05,-13.7
32145,1969-01-05,-13.2
32510,1970-01-05,-1.8
32875,1971-01-05,-3.5
33240,1972-01-05,-5.1
33606,1973-01-05,3.4
33971,1974-01-05,-0.5
34336,1975-01-05,0.3
34701,1976-01-05,-10.4
35067,1977-01-05,-1.5
35432,1978-01-05,-9.0
35797,1979-01-05,-12.1
36162,1980-01-05,-3.2
36528,1981-01-05,-5.2
36893,1982-01-05,-15.6
37258,1983-01-05,-1.0
37623,1984-01-05,1.2
37989,1985-01-05,-17.4
38354,1986-01-05,-2.7
38719,1987-01-05,-22.3
39084,1988-01-05,4.7
39450,1989-01-05,2.2
39815,1990-01-05,0.1
40180,1991-01-05,-4.6
40545,1992-01-05,2.0
40911,1993-01-05,-1.1
41276,1994-01-05,-3.1
41641,1995-01-05,1.1
42006,1996-01-05,-5.2
42372,1997-01-05,-9.0
42737,1998-01-05,2.6
43102,1999-01-05,2.1
43467,2000-01-05,2.9
43833,2001-01-05,0.6
44198,2002-01-05,0.6
44563,2003-01-05,-19.6
44928,2004-01-05,-4.3
45294,2005-01-05,0.3
45659,2006-01-05,0.3
46024,2007-01-05,4.4
46389,2008-01-05,-11.4
46755,2009-01-05,-7.8
47120,2010-01-05,-4.2
47485,2011-01-05,-5.3
47850,2012-01-05,3.1
48216,2013-01-05,-0.1
48581,2014-01-05,
48946,2015-01-05,
49290,2016-01-05,
49656,2017-01-05,
50021,2018-01-05,4.4
50379,2019-01-05,-3.6
