,DATE,TMAX
294,1881-10-22,3.7
659,1882-10-22,
1024,1883-10-22,7.4
1390,1884-10-22,7.9
1755,1885-10-22,-2.1
2120,1886-10-22,1.6
2485,1887-10-22,0.7
2851,1888-10-22,2.3
3216,1889-10-22,3.7
3581,1890-10-22,1.7
3946,1891-10-22,0.0
4312,1892-10-22,2.4
4677,1893-10-22,5.8
5042,1894-10-22,-2.0
5407,1895-10-22,3.7
5773,1896-10-22,10.6
6138,1897-10-22,7.4
6503,1898-10-22,-0.6
6868,1899-10-22,3.1
7233,1900-10-22,4.1
7598,1901-10-22,11.1
7963,1902-10-22,-0.7
8328,1903-10-22,
8694,1904-10-22,5.8
9059,1905-10-22,2.2
9424,1906-10-22,7.5
9789,1907-10-22,9.2
10155,1908-10-22,3.1
10520,1909-10-22,14.7
10885,1910-10-22,2.0
11250,1911-10-22,3.5
11616,1912-10-22,0.9
11981,1913-10-22,7.5
12346,1914-10-22,5.9
12711,1915-10-22,1.7
13077,1916-10-22,4.0
13442,1917-10-22,9.6
13807,1918-10-22,6.4
14172,1919-10-22,9.0
14538,1920-10-22,1.8
14903,1921-10-22,6.6
15268,1922-10-22,2.8
15633,1923-10-22,9.4
15999,1924-10-22,6.1
16364,1925-10-22,0.4
16729,1926-10-22,2.5
17094,1927-10-22,2.7
17460,1928-10-22,9.4
17825,1929-10-22,9.5
18190,1930-10-22,8.3
18555,1931-10-22,3.4
18921,1932-10-22,6.1
19286,1933-10-22,2.6
19651,1934-10-22,11.5
20016,1935-10-22,8.3
20382,1936-10-22,2.3
20747,1937-10-22,9.3
21112,1938-10-22,3.2
21477,1939-10-22,5.9
21843,1940-10-22,3.4
22208,1941-10-22,2.9
22573,1942-10-22,2.5
22938,1943-10-22,11.5
23304,1944-10-22,9.5
23669,1945-10-22,-0.8
24034,1946-10-22,1.9
24399,1947-10-22,1.5
24765,1948-10-22,9.7
25130,1949-10-22,13.0
25495,1950-10-22,5.8
25860,1951-10-22,9.1
26226,1952-10-22,3.7
26591,1953-10-22,10.8
26956,1954-10-22,10.0
27321,1955-10-22,6.6
27687,1956-10-22,9.3
28052,1957-10-22,9.0
28417,1958-10-22,3.6
28782,1959-10-22,1.9
29148,1960-10-22,3.1
29513,1961-10-22,5.6
29878,1962-10-22,9.6
30243,1963-10-22,9.5
30609,1964-10-22,8.0
30974,1965-10-22,9.1
31339,1966-10-22,9.6
31704,1967-10-22,9.3
32070,1968-10-22,7.8
32435,1969-10-22,7.0
32800,1970-10-22,10.1
33165,1971-10-22,7.3
33531,1972-10-22,3.3
33896,1973-10-22,0.6
34261,1974-10-22,7.5
34626,1975-10-22,6.3
34992,1976-10-22,1.5
35357,1977-10-22,8.9
35722,1978-10-22,2.8
36087,1979-10-22,6.7
36453,1980-10-22,5.2
36818,1981-10-22,8.6
37183,1982-10-22,4.2
37548,1983-10-22,7.3
37914,1984-10-22,10.1
38279,1985-10-22,8.9
38644,1986-10-22,8.0
39009,1987-10-22,2.5
39375,1988-10-22,8.1
39740,1989-10-22,11.7
40105,1990-10-22,5.5
40470,1991-10-22,5.5
40836,1992-10-22,3.5
41201,1993-10-22,1.1
41566,1994-10-22,5.8
41931,1995-10-22,2.9
42297,1996-10-22,6.4
42662,1997-10-22,2.0
43027,1998-10-22,8.3
43392,1999-10-22,6.2
43758,2000-10-22,9.7
44123,2001-10-22,5.1
44488,2002-10-22,-0.4
44853,2003-10-22,1.2
45219,2004-10-22,7.4
45584,2005-10-22,11.1
45949,2006-10-22,11.5
46314,2007-10-22,4.3
46680,2008-10-22,12.2
47045,2009-10-22,6.3
47410,2010-10-22,6.0
47775,2011-10-22,9.8
48141,2012-10-22,6.4
48506,2013-10-22,4.4
48871,2014-10-22,
49215,2015-10-22,5.0
49581,2016-10-22,3.5
49946,2017-10-22,2.8
50310,2018-10-22,11.4
