,08-10
1881,19.3
1882,
1883,
1884,21.8
1885,22.5
1886,18.4
1887,15.9
1888,20.1
1889,18.0
1890,19.6
1891,15.8
1892,15.9
1893,23.6
1894,24.7
1895,22.2
1896,14.4
1897,28.4
1898,30.9
1899,16.5
1900,22.7
1901,20.9
1902,16.2
1903,20.7
1904,17.1
1905,20.5
1906,15.4
1907,17.6
1908,21.6
1909,16.4
1910,14.0
1911,26.3
1912,30.3
1913,20.0
1914,21.6
1915,18.8
1916,15.0
1917,27.5
1918,21.3
1919,17.1
1920,18.5
1921,17.8
1922,19.9
1923,18.4
1924,21.0
1925,20.6
1926,19.1
1927,28.2
1928,19.2
1929,22.1
1930,16.2
1931,26.3
1932,25.6
1933,18.2
1934,22.3
1935,23.4
1936,22.7
1937,24.7
1938,25.7
1939,23.2
1940,18.1
1941,21.2
1942,20.2
1943,21.2
1944,29.7
1945,24.8
1946,24.4
1947,26.2
1948,19.5
1949,20.3
1950,21.7
1951,24.7
1952,19.8
1953,19.3
1954,21.9
1955,19.1
1956,14.4
1957,20.0
1958,16.9
1959,22.5
1960,24.2
1961,22.3
1962,17.9
1963,22.6
1964,18.1
1965,18.1
1966,25.0
1967,20.3
1968,20.5
1969,22.5
1970,22.5
1971,18.1
1972,30.6
1973,20.2
1974,21.0
1975,19.8
1976,18.2
1977,24.6
1978,16.6
1979,23.0
1980,20.3
1981,18.7
1982,24.2
1983,24.9
1984,23.5
1985,33.5
1986,20.9
1987,15.4
1988,18.1
1989,20.7
1990,20.0
1991,17.8
1992,22.1
1993,22.9
1994,23.1
1995,16.6
1996,22.6
1997,29.1
1998,17.5
1999,20.0
2000,17.9
2001,22.5
2002,24.6
2003,17.6
2004,18.4
2005,20.9
2006,21.8
2007,28.4
2008,19.4
2009,23.4
2010,25.5
2011,21.6
2012,14.0
2013,22.3
2014,
2015,25.3
2016,21.5
2017,
2018,
