,04-21
1881,7.0
1882,
1883,
1884,1.8
1885,2.8
1886,7.6
1887,1.2
1888,10.4
1889,4.5
1890,3.9
1891,9.5
1892,13.3
1893,-0.7
1894,3.0
1895,4.7
1896,9.9
1897,7.6
1898,6.6
1899,5.2
1900,5.0
1901,7.7
1902,5.3
1903,
1904,14.7
1905,7.5
1906,13.1
1907,4.1
1908,3.1
1909,-0.3
1910,8.8
1911,12.7
1912,10.3
1913,17.3
1914,9.5
1915,15.0
1916,9.8
1917,14.0
1918,9.4
1919,1.4
1920,3.3
1921,13.4
1922,3.4
1923,1.9
1924,4.5
1925,6.3
1926,8.4
1927,4.7
1928,8.5
1929,-3.1
1930,10.4
1931,8.7
1932,7.7
1933,5.9
1934,7.1
1935,16.4
1936,10.4
1937,14.6
1938,4.7
1939,5.2
1940,6.5
1941,2.7
1942,16.5
1943,10.2
1944,11.6
1945,9.0
1946,6.9
1947,8.2
1948,6.7
1949,6.6
1950,12.4
1951,5.8
1952,9.7
1953,4.4
1954,9.4
1955,4.0
1956,6.3
1957,7.3
1958,6.7
1959,2.8
1960,16.2
1961,4.2
1962,13.2
1963,20.0
1964,12.2
1965,15.2
1966,3.0
1967,10.4
1968,13.3
1969,8.3
1970,8.5
1971,10.5
1972,8.4
1973,11.5
1974,4.2
1975,14.0
1976,4.0
1977,8.0
1978,13.9
1979,3.8
1980,5.4
1981,4.2
1982,4.7
1983,17.3
1984,8.7
1985,13.8
1986,9.5
1987,0.4
1988,20.0
1989,9.0
1990,15.8
1991,-0.5
1992,3.4
1993,5.9
1994,9.7
1995,17.2
1996,8.4
1997,6.4
1998,9.6
1999,19.4
2000,23.7
2001,11.0
2002,12.0
2003,14.5
2004,14.7
2005,0.2
2006,11.6
2007,10.3
2008,11.6
2009,3.7
2010,12.2
2011,9.1
2012,13.3
2013,7.5
2014,
2016,
2017,
2018,
2019,15.0
