,09-21
1881,4.7
1882,
1883,10.5
1884,7.8
1885,13.7
1886,7.0
1887,12.6
1888,14.9
1889,10.6
1890,17.0
1891,13.4
1892,10.5
1893,11.4
1894,6.2
1895,10.4
1896,13.1
1897,15.7
1898,12.7
1899,15.5
1900,14.7
1901,15.1
1902,5.2
1903,14.7
1904,14.2
1905,9.5
1906,17.5
1907,12.0
1908,12.1
1909,22.2
1910,11.9
1911,17.1
1912,10.4
1913,13.1
1914,10.8
1915,7.0
1916,14.0
1917,13.3
1918,12.8
1919,15.0
1920,15.3
1921,12.8
1922,13.9
1923,14.0
1924,14.5
1925,11.9
1926,18.0
1927,10.1
1928,15.3
1929,17.9
1930,7.1
1931,10.6
1932,12.1
1933,15.4
1934,21.7
1935,13.3
1936,17.0
1937,23.6
1938,19.2
1939,17.1
1940,13.9
1941,15.0
1942,9.4
1943,16.7
1944,16.6
1945,12.3
1946,12.7
1947,17.0
1948,10.4
1949,16.7
1950,16.6
1951,11.2
1952,9.7
1953,14.7
1954,16.0
1955,15.9
1956,11.7
1957,9.0
1958,17.2
1959,9.2
1960,15.9
1961,12.7
1962,10.5
1963,14.4
1964,11.4
1965,12.7
1966,11.3
1967,14.7
1968,14.5
1969,9.1
1970,12.3
1971,12.7
1972,13.7
1973,10.0
1974,13.6
1975,13.1
1976,13.8
1977,13.2
1978,8.4
1979,14.6
1980,14.1
1981,9.0
1982,21.9
1983,16.5
1984,13.9
1985,13.0
1986,10.4
1987,10.5
1988,13.0
1989,19.6
1990,12.6
1991,12.7
1992,13.2
1993,11.8
1994,15.6
1995,15.0
1996,9.9
1997,10.4
1998,15.3
1999,17.4
2000,12.0
2001,19.7
2002,9.2
2003,14.2
2004,16.8
2005,17.2
2006,16.8
2007,14.7
2008,14.5
2009,15.8
2010,15.5
2011,15.8
2012,15.0
2013,17.4
2014,
2015,13.8
2016,11.2
2017,17.8
2018,
