,03-27
1881,1.4
1882,
1883,
1884,1.3
1885,4.6
1886,9.3
1887,6.6
1888,3.5
1889,4.8
1890,7.2
1891,3.0
1892,2.6
1893,3.6
1894,2.2
1895,3.8
1896,2.8
1897,0.2
1898,-0.4
1899,1.0
1900,-0.5
1901,-2.6
1902,3.7
1903,
1904,4.9
1905,1.6
1906,-3.5
1907,4.0
1908,-2.8
1909,4.1
1910,-0.2
1911,4.6
1912,5.5
1913,6.4
1914,0.6
1915,-3.6
1916,2.4
1917,2.0
1918,-11.0
1919,-3.3
1920,8.8
1921,8.0
1922,3.4
1923,3.9
1924,4.7
1925,0.9
1926,2.1
1927,0.5
1928,3.7
1929,2.5
1930,4.0
1931,2.0
1932,3.1
1933,1.5
1934,3.4
1935,1.1
1936,-0.8
1937,2.1
1938,8.8
1939,2.6
1940,-1.1
1941,-4.3
1942,-5.2
1943,3.5
1944,-5.4
1945,2.3
1946,1.1
1947,1.8
1948,3.4
1949,2.8
1950,2.7
1951,2.5
1952,-10.1
1953,5.8
1954,2.6
1955,-1.7
1956,4.4
1957,3.3
1958,-0.2
1959,7.7
1960,6.2
1961,4.1
1962,3.2
1963,-5.4
1964,1.9
1965,1.5
1966,3.4
1967,6.4
1968,5.5
1969,3.4
1970,4.6
1971,4.5
1972,2.6
1973,5.8
1974,5.0
1975,3.3
1976,3.4
1977,-1.5
1978,6.2
1979,6.7
1980,1.2
1981,0.1
1982,6.0
1983,1.8
1984,1.4
1985,4.3
1986,8.0
1987,2.3
1988,3.5
1989,3.7
1990,1.8
1991,-0.5
1992,2.7
1993,1.7
1994,-1.8
1995,5.9
1996,3.9
1997,-2.4
1998,7.4
1999,10.1
2000,1.6
2001,-1.3
2002,7.8
2003,10.5
2004,0.2
2005,2.6
2006,1.4
2007,11.5
2008,0.3
2009,-0.4
2010,6.3
2011,0.5
2012,2.3
2013,0.0
2014,
2015,
2016,
2017,5.0
2018,-1.3
2019,
