,07-16
1881,22.2
1882,
1883,
1884,19.7
1885,31.2
1886,32.0
1887,27.4
1888,20.8
1889,15.3
1890,27.0
1891,25.3
1892,28.2
1893,19.5
1894,23.7
1895,18.3
1896,24.4
1897,27.3
1898,18.3
1899,29.2
1900,22.2
1901,28.5
1902,21.2
1903,16.2
1904,22.8
1905,21.7
1906,23.6
1907,23.1
1908,24.6
1909,21.0
1910,18.0
1911,15.0
1912,24.7
1913,23.6
1914,22.8
1915,22.7
1916,24.9
1917,25.6
1918,19.0
1919,26.6
1920,22.6
1921,15.7
1922,22.7
1923,18.5
1924,20.4
1925,19.4
1926,19.8
1927,26.9
1928,20.0
1929,22.1
1930,22.3
1931,25.2
1932,26.3
1933,23.9
1934,22.6
1935,21.1
1936,25.3
1937,18.7
1938,31.9
1939,23.8
1940,18.8
1941,22.7
1942,20.1
1943,18.4
1944,24.4
1945,22.6
1946,20.3
1947,19.1
1948,18.4
1949,17.2
1950,22.0
1951,25.1
1952,20.4
1953,21.7
1954,23.0
1955,24.4
1956,18.3
1957,30.3
1958,18.7
1959,21.9
1960,29.7
1961,24.8
1962,18.8
1963,21.8
1964,26.9
1965,19.7
1966,19.5
1967,20.5
1968,14.6
1969,19.5
1970,16.7
1971,17.3
1972,24.0
1973,26.9
1974,20.0
1975,19.6
1976,23.4
1977,16.4
1978,17.7
1979,23.6
1980,23.4
1981,18.5
1982,27.3
1983,23.5
1984,21.3
1985,21.2
1986,22.5
1987,12.1
1988,29.8
1989,19.5
1990,19.8
1991,21.6
1992,19.5
1993,18.6
1994,28.9
1995,18.3
1996,17.4
1997,19.4
1998,20.7
1999,31.5
2000,20.9
2001,31.0
2002,23.1
2003,27.0
2004,18.9
2005,29.8
2006,21.2
2007,20.0
2008,24.1
2009,26.8
2010,31.4
2011,21.3
2012,19.0
2013,20.7
2014,
2015,21.1
2016,
2017,19.7
2018,30.7
