,01-30
1881,-4.8
1882,
1883,
1884,0.5
1885,-6.4
1886,-10.4
1887,2.6
1888,-18.1
1889,-7.4
1890,-8.5
1891,-2.3
1892,-1.3
1893,-2.8
1894,1.7
1895,-12.7
1896,1.7
1897,-3.1
1898,-6.6
1899,-6.8
1900,-2.1
1901,-3.7
1902,-1.3
1903,
1904,-3.2
1905,-4.8
1906,-0.5
1907,
1908,-0.3
1909,-8.3
1910,1.5
1911,-8.0
1912,-13.7
1913,-3.1
1914,1.9
1915,-9.7
1916,0.0
1917,-17.1
1918,1.8
1919,-3.6
1920,-18.6
1921,-12.3
1922,-7.5
1923,-6.1
1924,-4.8
1925,-1.2
1926,-18.5
1927,3.3
1928,-0.1
1929,-16.8
1930,-10.4
1931,-7.6
1932,2.0
1933,-6.5
1934,-1.8
1935,-6.7
1936,-17.2
1937,-13.2
1938,2.3
1939,-0.7
1940,-10.6
1941,-9.9
1942,-8.6
1943,-5.0
1944,0.3
1945,-6.7
1946,-8.7
1947,-2.8
1948,1.4
1949,1.2
1950,-13.1
1951,-11.1
1952,-1.5
1953,-7.1
1954,-13.1
1955,-1.2
1956,-24.0
1957,-1.0
1958,-4.6
1959,-1.7
1960,-14.5
1961,2.7
1962,-12.5
1963,-11.0
1964,1.2
1965,-7.1
1966,-5.2
1967,-23.5
1968,-1.5
1969,-13.6
1970,-14.3
1971,0.8
1972,-15.8
1973,-11.2
1974,2.4
1975,-0.9
1976,-10.2
1977,0.1
1978,-4.1
1979,-6.4
1980,-13.2
1981,2.3
1982,-6.2
1983,-2.4
1984,-5.8
1985,-2.6
1986,-1.8
1987,-12.7
1988,-11.8
1989,4.4
1990,2.7
1991,-16.3
1992,-0.6
1993,-5.2
1994,-8.4
1995,2.2
1996,-2.7
1997,-1.2
1998,-8.4
1999,-15.5
2000,2.2
2001,0.1
2002,-3.8
2003,-8.1
2004,-3.0
2005,-9.1
2006,1.4
2007,-11.0
2008,3.5
2009,-1.0
2010,-5.8
2011,0.2
2012,-8.7
2013,-0.9
2014,
2015,1.5
2016,
2017,
2018,
2019,1.3
