,04-14
1881,2.9
1882,
1883,
1884,0.5
1885,-0.6
1886,20.5
1887,1.1
1888,2.5
1889,8.9
1890,8.1
1891,9.0
1892,4.2
1893,0.2
1894,12.2
1895,0.8
1896,8.2
1897,9.9
1898,0.4
1899,6.4
1900,4.7
1901,1.2
1902,1.1
1903,
1904,1.8
1905,4.7
1906,15.5
1907,3.4
1908,8.4
1909,5.1
1910,15.8
1911,4.1
1912,0.4
1913,4.1
1914,7.4
1915,7.2
1916,7.1
1917,5.5
1918,10.6
1919,5.7
1920,20.1
1921,12.7
1922,4.0
1923,3.4
1924,9.4
1925,12.4
1926,1.1
1927,8.9
1928,0.9
1929,3.6
1930,8.6
1931,1.8
1932,6.0
1933,10.6
1934,6.0
1935,4.7
1936,11.7
1937,13.0
1938,4.4
1939,1.4
1940,5.5
1941,4.3
1942,4.0
1943,6.0
1944,1.9
1945,3.2
1946,2.0
1947,3.2
1948,6.4
1949,5.2
1950,11.0
1951,12.0
1952,9.9
1953,14.4
1954,6.8
1955,5.5
1956,-1.4
1957,4.1
1958,3.8
1959,7.6
1960,10.8
1961,4.0
1962,6.4
1963,9.0
1964,5.8
1965,8.8
1966,-4.4
1967,11.1
1968,5.9
1969,6.5
1970,6.6
1971,3.6
1972,10.5
1973,8.4
1974,4.1
1975,2.5
1976,12.4
1977,8.9
1978,5.4
1979,3.2
1980,7.5
1981,4.1
1982,5.4
1983,3.5
1984,9.6
1985,11.3
1986,6.3
1987,7.4
1988,2.5
1989,17.8
1990,11.6
1991,14.4
1992,8.1
1993,3.4
1994,16.8
1995,9.7
1996,6.1
1997,3.6
1998,3.0
1999,12.6
2000,13.2
2001,1.0
2002,16.1
2003,5.0
2004,8.6
2005,10.8
2006,6.2
2007,14.4
2008,5.4
2009,12.2
2010,10.0
2011,5.9
2012,10.0
2013,7.1
2014,
2016,
2017,-1.0
2018,16.5
2019,8.5
