,DATE,TMAX
341,1881-12-08,-1.6
706,1882-12-08,
1071,1883-12-08,-5.3
1437,1884-12-08,-0.9
1802,1885-12-08,-4.6
2167,1886-12-08,2.4
2532,1887-12-08,-2.2
2898,1888-12-08,2.6
3263,1889-12-08,-9.1
3628,1890-12-08,-5.3
3993,1891-12-08,-3.0
4359,1892-12-08,-2.3
4724,1893-12-08,-3.4
5089,1894-12-08,-7.5
5454,1895-12-08,0.1
5820,1896-12-08,-7.4
6185,1897-12-08,-2.0
6550,1898-12-08,7.5
6915,1899-12-08,-5.7
7280,1900-12-08,-1.3
7645,1901-12-08,-4.1
8010,1902-12-08,-4.0
8375,1903-12-08,
8741,1904-12-08,1.4
9106,1905-12-08,2.7
9471,1906-12-08,2.7
9836,1907-12-08,0.5
10202,1908-12-08,2.4
10567,1909-12-08,2.4
10932,1910-12-08,0.7
11297,1911-12-08,-3.8
11663,1912-12-08,1.9
12028,1913-12-08,-2.9
12393,1914-12-08,5.6
12758,1915-12-08,-10.9
13124,1916-12-08,0.0
13489,1917-12-08,1.2
13854,1918-12-08,-4.4
14219,1919-12-08,1.0
14585,1920-12-08,-0.6
14950,1921-12-08,-2.6
15315,1922-12-08,-4.1
15680,1923-12-08,1.4
16046,1924-12-08,-2.6
16411,1925-12-08,0.0
16776,1926-12-08,-0.3
17141,1927-12-08,-3.8
17507,1928-12-08,2.1
17872,1929-12-08,6.0
18237,1930-12-08,1.3
18602,1931-12-08,2.3
18968,1932-12-08,0.6
19333,1933-12-08,-0.8
19698,1934-12-08,0.7
20063,1935-12-08,1.2
20429,1936-12-08,1.5
20794,1937-12-08,-8.8
21159,1938-12-08,6.3
21524,1939-12-08,1.6
21890,1940-12-08,-1.0
22255,1941-12-08,-10.5
22620,1942-12-08,-8.1
22985,1943-12-08,0.2
23351,1944-12-08,-4.9
23716,1945-12-08,-8.9
24081,1946-12-08,0.9
24446,1947-12-08,-0.9
24812,1948-12-08,6.3
25177,1949-12-08,1.4
25542,1950-12-08,0.4
25907,1951-12-08,-1.5
26273,1952-12-08,-3.4
26638,1953-12-08,2.9
27003,1954-12-08,-3.0
27368,1955-12-08,-4.1
27734,1956-12-08,-2.1
28099,1957-12-08,2.2
28464,1958-12-08,-9.9
28829,1959-12-08,-6.2
29195,1960-12-08,-1.0
29560,1961-12-08,1.7
29925,1962-12-08,0.7
30290,1963-12-08,-2.4
30656,1964-12-08,-0.4
31021,1965-12-08,0.8
31386,1966-12-08,-11.9
31751,1967-12-08,-6.4
32117,1968-12-08,-1.4
32482,1969-12-08,3.0
32847,1970-12-08,2.3
33212,1971-12-08,2.3
33578,1972-12-08,6.0
33943,1973-12-08,-15.1
34308,1974-12-08,-0.2
34673,1975-12-08,-0.7
35039,1976-12-08,2.3
35404,1977-12-08,-2.4
35769,1978-12-08,-2.3
36134,1979-12-08,-2.9
36500,1980-12-08,-12.8
36865,1981-12-08,-0.9
37230,1982-12-08,-1.7
37595,1983-12-08,-0.2
37961,1984-12-08,-2.7
38326,1985-12-08,-6.2
38691,1986-12-08,-4.6
39056,1987-12-08,-6.8
39422,1988-12-08,0.2
39787,1989-12-08,-11.1
40152,1990-12-08,3.7
40517,1991-12-08,-3.6
40883,1992-12-08,2.2
41248,1993-12-08,4.5
41613,1994-12-08,-0.2
41978,1995-12-08,-4.4
42344,1996-12-08,3.1
42709,1997-12-08,-2.2
43074,1998-12-08,-3.5
43439,1999-12-08,3.7
43805,2000-12-08,4.9
44170,2001-12-08,-9.4
44535,2002-12-08,-7.1
44900,2003-12-08,4.1
45266,2004-12-08,3.8
45631,2005-12-08,-1.0
45996,2006-12-08,8.2
46361,2007-12-08,5.0
46727,2008-12-08,-0.3
47092,2009-12-08,0.3
47457,2010-12-08,-0.1
47822,2011-12-08,2.1
48188,2012-12-08,-3.4
48553,2013-12-08,-1.3
48918,2014-12-08,1.9
49262,2015-12-08,3.1
49628,2016-12-08,
49993,2017-12-08,
50351,2018-12-08,-0.8
