,04-13
1881,4.8
1882,
1883,
1884,4.8
1885,1.6
1886,19.1
1887,4.5
1888,6.8
1889,6.8
1890,6.0
1891,8.1
1892,-0.7
1893,2.2
1894,8.9
1895,-0.7
1896,5.3
1897,6.3
1898,2.4
1899,8.2
1900,6.8
1901,5.4
1902,2.8
1903,
1904,3.8
1905,4.6
1906,9.7
1907,7.2
1908,7.1
1909,2.8
1910,13.0
1911,2.6
1912,-3.1
1913,3.1
1914,6.0
1915,5.6
1916,10.1
1917,8.3
1918,16.1
1919,8.4
1920,19.2
1921,12.5
1922,5.4
1923,1.1
1924,9.4
1925,7.0
1926,-0.6
1927,9.4
1928,-2.5
1929,7.3
1930,11.3
1931,1.6
1932,7.2
1933,14.0
1934,5.2
1935,7.4
1936,10.4
1937,12.7
1938,1.4
1939,1.3
1940,6.6
1941,6.2
1942,4.4
1943,3.6
1944,0.1
1945,3.6
1946,0.5
1947,2.7
1948,7.5
1949,1.3
1950,5.7
1951,8.5
1952,9.8
1953,16.0
1954,3.7
1955,4.4
1956,1.3
1957,-0.5
1958,4.8
1959,6.2
1960,7.2
1961,3.9
1962,11.6
1963,13.2
1964,9.9
1965,10.0
1966,-4.6
1967,8.5
1968,5.8
1969,7.7
1970,5.3
1971,3.7
1972,10.0
1973,6.4
1974,3.0
1975,7.2
1976,12.0
1977,12.0
1978,11.0
1979,10.6
1980,8.2
1981,7.0
1982,5.5
1983,1.9
1984,14.6
1985,7.4
1986,1.7
1987,11.3
1988,2.0
1989,22.4
1990,13.5
1991,19.6
1992,4.5
1993,6.7
1994,14.6
1995,5.7
1996,5.0
1997,0.5
1998,1.2
1999,7.8
2000,13.2
2001,2.6
2002,18.6
2003,5.1
2004,6.4
2005,11.6
2006,8.7
2007,8.8
2008,9.6
2009,12.4
2010,12.9
2011,7.2
2012,15.8
2013,11.9
2014,
2016,
2017,1.6
2018,12.4
2019,7.4
