,02-19
1881,-6.3
1882,
1883,
1884,-3.5
1885,-8.3
1886,-6.4
1887,-4.8
1888,-5.8
1889,-8.1
1890,-4.4
1891,2.3
1892,-9.6
1893,-7.6
1894,-2.6
1895,-1.8
1896,-5.2
1897,1.2
1898,-1.3
1899,0.5
1900,-13.8
1901,-11.3
1902,-6.9
1903,
1904,1.5
1905,2.0
1906,-2.2
1907,-4.7
1908,0.2
1909,-9.6
1910,2.5
1911,-9.2
1912,-3.5
1913,-3.6
1914,-0.9
1915,-2.7
1916,-1.0
1917,-15.7
1918,-8.5
1919,-1.9
1920,-0.1
1921,-13.3
1922,-5.1
1923,-11.5
1924,-1.5
1925,1.9
1926,1.1
1927,-11.7
1928,-9.6
1929,-8.6
1930,-0.4
1931,-5.6
1932,1.5
1933,-12.1
1934,0.4
1935,-0.8
1936,-11.8
1937,0.4
1938,-2.1
1939,2.0
1940,-13.2
1941,-4.4
1942,-7.8
1943,0.9
1944,-6.1
1945,-5.8
1946,-11.5
1947,-8.4
1948,-11.9
1949,2.8
1950,-7.9
1951,-8.9
1952,-6.3
1953,-6.4
1954,-9.6
1955,-9.2
1956,-6.7
1957,1.0
1958,-6.2
1959,0.5
1960,-4.1
1961,1.5
1962,-3.8
1963,-13.9
1964,-15.3
1965,-4.7
1966,-7.7
1967,-5.1
1968,-3.3
1969,-4.2
1970,-5.7
1971,-6.6
1972,-0.3
1973,3.1
1974,0.5
1975,-6.7
1976,2.4
1977,-2.3
1978,-10.5
1979,-7.7
1980,-2.4
1981,-8.7
1982,-5.2
1983,-3.1
1984,-3.3
1985,-8.9
1986,-10.9
1987,-3.8
1988,-8.7
1989,-1.3
1990,-2.5
1991,-10.1
1992,-6.2
1993,-4.8
1994,-4.7
1995,3.1
1996,-12.4
1997,-6.0
1998,3.8
1999,-0.7
2000,-0.6
2001,-2.4
2002,3.1
2003,4.5
2004,-12.4
2005,-1.6
2006,-1.9
2007,-1.0
2008,-0.3
2009,-2.3
2010,-16.1
2011,-17.2
2012,-3.5
2013,-4.6
2014,
2015,
2016,2.3
2017,
2018,-3.0
2019,3.1
