,DATE,TMAX
274,1881-10-02,7.9
639,1882-10-02,
1004,1883-10-02,8.7
1370,1884-10-02,15.3
1735,1885-10-02,3.6
2100,1886-10-02,8.4
2465,1887-10-02,8.5
2831,1888-10-02,11.0
3196,1889-10-02,20.5
3561,1890-10-02,11.3
3926,1891-10-02,18.3
4292,1892-10-02,9.6
4657,1893-10-02,17.4
5022,1894-10-02,6.1
5387,1895-10-02,13.1
5753,1896-10-02,14.7
6118,1897-10-02,5.3
6483,1898-10-02,7.9
6848,1899-10-02,17.9
7213,1900-10-02,15.2
7578,1901-10-02,13.3
7943,1902-10-02,2.9
8308,1903-10-02,
8674,1904-10-02,15.8
9039,1905-10-02,8.0
9404,1906-10-02,11.5
9769,1907-10-02,10.5
10135,1908-10-02,11.6
10500,1909-10-02,9.0
10865,1910-10-02,7.2
11230,1911-10-02,11.9
11596,1912-10-02,10.6
11961,1913-10-02,13.3
12326,1914-10-02,6.9
12691,1915-10-02,16.0
13057,1916-10-02,4.0
13422,1917-10-02,9.5
13787,1918-10-02,9.2
14152,1919-10-02,14.7
14518,1920-10-02,5.8
14883,1921-10-02,10.4
15248,1922-10-02,8.4
15613,1923-10-02,9.4
15979,1924-10-02,17.0
16344,1925-10-02,12.6
16709,1926-10-02,11.9
17074,1927-10-02,12.3
17440,1928-10-02,4.9
17805,1929-10-02,13.6
18170,1930-10-02,5.6
18535,1931-10-02,11.1
18901,1932-10-02,15.3
19266,1933-10-02,13.3
19631,1934-10-02,14.5
19996,1935-10-02,17.6
20362,1936-10-02,5.9
20727,1937-10-02,11.8
21092,1938-10-02,14.3
21457,1939-10-02,5.5
21823,1940-10-02,10.5
22188,1941-10-02,10.2
22553,1942-10-02,14.3
22918,1943-10-02,16.1
23284,1944-10-02,12.3
23649,1945-10-02,9.5
24014,1946-10-02,6.5
24379,1947-10-02,7.8
24745,1948-10-02,9.4
25110,1949-10-02,10.7
25475,1950-10-02,15.4
25840,1951-10-02,10.5
26206,1952-10-02,7.8
26571,1953-10-02,13.5
26936,1954-10-02,6.6
27301,1955-10-02,11.1
27667,1956-10-02,12.2
28032,1957-10-02,6.8
28397,1958-10-02,8.0
28762,1959-10-02,6.3
29128,1960-10-02,11.6
29493,1961-10-02,14.5
29858,1962-10-02,14.6
30223,1963-10-02,12.5
30589,1964-10-02,11.0
30954,1965-10-02,9.7
31319,1966-10-02,16.0
31684,1967-10-02,15.1
32050,1968-10-02,8.0
32415,1969-10-02,9.0
32780,1970-10-02,8.4
33145,1971-10-02,10.3
33511,1972-10-02,7.8
33876,1973-10-02,8.5
34241,1974-10-02,20.9
34606,1975-10-02,14.6
34972,1976-10-02,7.6
35337,1977-10-02,10.6
35702,1978-10-02,6.9
36067,1979-10-02,6.5
36433,1980-10-02,8.7
36798,1981-10-02,18.9
37163,1982-10-02,9.6
37528,1983-10-02,8.1
37894,1984-10-02,16.4
38259,1985-10-02,12.8
38624,1986-10-02,12.7
38989,1987-10-02,12.3
39355,1988-10-02,9.7
39720,1989-10-02,7.3
40085,1990-10-02,6.0
40450,1991-10-02,13.7
40816,1992-10-02,8.2
41181,1993-10-02,11.0
41546,1994-10-02,7.0
41911,1995-10-02,10.1
42277,1996-10-02,11.3
42642,1997-10-02,9.3
43007,1998-10-02,9.0
43372,1999-10-02,15.3
43738,2000-10-02,18.1
44103,2001-10-02,13.8
44468,2002-10-02,9.8
44833,2003-10-02,12.8
45199,2004-10-02,10.6
45564,2005-10-02,18.6
45929,2006-10-02,15.7
46294,2007-10-02,16.1
46660,2008-10-02,12.8
47025,2009-10-02,7.6
47390,2010-10-02,10.5
47755,2011-10-02,12.7
48121,2012-10-02,17.7
48486,2013-10-02,7.9
48851,2014-10-02,
49195,2015-10-02,16.0
49561,2016-10-02,13.1
49926,2017-10-02,9.0
50290,2018-10-02,11.0
