,04-12
1881,0.4
1882,
1883,
1884,7.9
1885,3.1
1886,20.1
1887,6.2
1888,4.0
1889,3.0
1890,6.8
1891,6.6
1892,1.6
1893,2.8
1894,8.9
1895,3.3
1896,6.5
1897,5.9
1898,3.5
1899,10.9
1900,7.5
1901,3.4
1902,-0.3
1903,
1904,4.5
1905,3.9
1906,5.1
1907,4.7
1908,5.9
1909,0.1
1910,8.5
1911,2.1
1912,-1.6
1913,6.6
1914,6.8
1915,4.9
1916,5.0
1917,4.1
1918,10.3
1919,5.2
1920,13.0
1921,11.6
1922,2.2
1923,-0.9
1924,3.1
1925,10.3
1926,3.3
1927,9.1
1928,-2.2
1929,4.4
1930,13.4
1931,3.3
1932,10.5
1933,13.7
1934,2.8
1935,8.1
1936,7.2
1937,12.9
1938,1.7
1939,0.6
1940,3.0
1941,2.4
1942,8.2
1943,3.8
1944,3.1
1945,3.0
1946,0.2
1947,2.6
1948,7.6
1949,3.2
1950,8.4
1951,4.8
1952,9.9
1953,9.4
1954,5.5
1955,2.7
1956,3.9
1957,2.1
1958,6.2
1959,10.0
1960,8.6
1961,1.6
1962,15.2
1963,10.9
1964,6.4
1965,7.9
1966,-3.9
1967,9.3
1968,8.2
1969,3.6
1970,5.1
1971,5.4
1972,12.8
1973,9.2
1974,0.9
1975,13.1
1976,11.5
1977,11.2
1978,14.3
1979,8.9
1980,6.1
1981,8.5
1982,5.9
1983,2.2
1984,10.0
1985,4.1
1986,-1.2
1987,10.3
1988,0.8
1989,18.3
1990,10.8
1991,18.5
1992,4.9
1993,3.2
1994,12.5
1995,3.8
1996,3.6
1997,0.5
1998,-0.9
1999,5.5
2000,11.7
2001,6.6
2002,18.5
2003,10.2
2004,6.5
2005,9.9
2006,3.8
2007,7.7
2008,9.2
2009,4.5
2010,11.5
2011,7.3
2012,12.7
2013,9.1
2014,
2016,12.0
2017,2.4
2018,9.1
2019,6.9
