,07-30
1881,22.0
1882,
1883,
1884,21.7
1885,17.9
1886,19.0
1887,23.4
1888,22.3
1889,24.3
1890,26.0
1891,20.3
1892,21.9
1893,21.4
1894,19.6
1895,24.4
1896,27.5
1897,22.9
1898,22.0
1899,22.0
1900,17.9
1901,27.8
1902,18.7
1903,26.1
1904,13.6
1905,20.0
1906,21.2
1907,18.1
1908,24.7
1909,18.8
1910,22.2
1911,25.4
1912,24.2
1913,18.2
1914,22.5
1915,21.1
1916,19.0
1917,23.3
1918,21.9
1919,20.9
1920,17.9
1921,22.5
1922,21.5
1923,20.1
1924,24.4
1925,20.9
1926,20.4
1927,25.3
1928,19.4
1929,20.8
1930,21.2
1931,24.3
1932,25.5
1933,21.9
1934,17.3
1935,20.3
1936,22.3
1937,18.2
1938,28.4
1939,22.0
1940,18.3
1941,27.2
1942,15.7
1943,25.0
1944,24.0
1945,18.2
1946,23.3
1947,19.4
1948,21.7
1949,16.0
1950,20.4
1951,18.3
1952,25.4
1953,21.6
1954,20.8
1955,28.9
1956,23.3
1957,22.0
1958,26.4
1959,24.5
1960,24.6
1961,22.0
1962,17.7
1963,25.5
1964,20.0
1965,16.3
1966,19.8
1967,28.4
1968,19.6
1969,26.2
1970,25.7
1971,20.8
1972,25.0
1973,21.3
1974,15.8
1975,26.2
1976,18.1
1977,27.3
1978,25.0
1979,21.1
1980,28.6
1981,29.5
1982,21.2
1983,23.0
1984,21.8
1985,22.7
1986,26.4
1987,19.5
1988,23.1
1989,23.1
1990,17.7
1991,25.9
1992,20.2
1993,20.4
1994,32.0
1995,23.4
1996,20.1
1997,23.9
1998,22.6
1999,21.2
2000,20.3
2001,27.0
2002,27.2
2003,31.1
2004,21.0
2005,24.1
2006,15.5
2007,21.5
2008,17.8
2009,22.4
2010,30.5
2011,21.7
2012,32.1
2013,25.3
2014,
2015,
2016,20.7
2017,
2018,27.8
