,08-30
1881,16.0
1882,
1883,
1884,10.3
1885,11.1
1886,16.7
1887,23.0
1888,24.6
1889,18.0
1890,18.1
1891,21.3
1892,15.8
1893,12.9
1894,15.3
1895,15.1
1896,19.3
1897,16.4
1898,22.4
1899,13.2
1900,15.2
1901,14.9
1902,13.9
1903,15.5
1904,13.3
1905,14.5
1906,13.6
1907,16.8
1908,16.9
1909,21.1
1910,15.6
1911,19.7
1912,15.9
1913,25.2
1914,16.0
1915,24.3
1916,16.0
1917,20.4
1918,12.5
1919,24.7
1920,21.0
1921,22.7
1922,19.4
1923,19.9
1924,17.6
1925,17.4
1926,17.5
1927,21.0
1928,18.1
1929,19.5
1930,22.3
1931,17.7
1932,15.6
1933,18.8
1934,17.7
1935,20.8
1936,18.4
1937,22.9
1938,25.6
1939,23.6
1940,16.0
1941,14.3
1942,19.4
1943,16.4
1944,22.1
1945,17.6
1946,16.9
1947,13.7
1948,14.8
1949,21.9
1950,19.0
1951,23.6
1952,12.1
1953,17.0
1954,19.9
1955,20.5
1956,17.1
1957,21.2
1958,19.0
1959,14.9
1960,16.9
1961,18.4
1962,15.4
1963,25.4
1964,20.8
1965,21.8
1966,13.5
1967,19.6
1968,22.8
1969,20.8
1970,18.8
1971,16.3
1972,14.8
1973,16.3
1974,21.8
1975,16.5
1976,22.0
1977,19.4
1978,12.7
1979,21.4
1980,12.9
1981,15.4
1982,17.4
1983,18.5
1984,17.9
1985,19.1
1986,17.2
1987,13.2
1988,19.2
1989,17.2
1990,17.6
1991,19.9
1992,27.4
1993,13.9
1994,17.1
1995,25.9
1996,25.7
1997,22.9
1998,19.0
1999,19.2
2000,21.6
2001,15.5
2002,27.0
2003,16.5
2004,23.6
2005,18.5
2006,19.9
2007,14.3
2008,14.4
2009,20.9
2010,13.0
2011,18.2
2012,18.1
2013,20.5
2014,15.7
2015,19.4
2016,
2017,
2018,
