,08-16
1881,18.6
1882,
1883,
1884,20.8
1885,15.5
1886,22.8
1887,17.0
1888,17.0
1889,15.0
1890,18.1
1891,17.8
1892,18.9
1893,15.1
1894,18.4
1895,15.4
1896,15.4
1897,19.9
1898,23.7
1899,18.4
1900,20.0
1901,27.7
1902,16.4
1903,20.3
1904,17.5
1905,20.2
1906,24.9
1907,19.3
1908,14.2
1909,17.3
1910,17.7
1911,18.5
1912,15.4
1913,21.5
1914,15.1
1915,12.2
1916,17.6
1917,23.7
1918,19.0
1919,17.5
1920,16.8
1921,22.2
1922,17.2
1923,16.9
1924,27.9
1925,20.6
1926,18.3
1927,20.3
1928,24.9
1929,17.8
1930,26.9
1931,19.3
1932,23.7
1933,20.6
1934,22.9
1935,23.9
1936,17.6
1937,23.3
1938,29.0
1939,28.6
1940,22.4
1941,20.4
1942,20.7
1943,17.6
1944,16.1
1945,26.7
1946,18.9
1947,20.8
1948,14.9
1949,19.0
1950,23.8
1951,20.3
1952,17.9
1953,21.8
1954,26.3
1955,25.7
1956,17.1
1957,19.9
1958,19.1
1959,27.5
1960,20.1
1961,20.3
1962,15.9
1963,21.1
1964,19.4
1965,13.4
1966,17.1
1967,19.3
1968,23.9
1969,19.1
1970,20.7
1971,19.3
1972,25.1
1973,25.1
1974,19.3
1975,22.3
1976,22.2
1977,18.2
1978,18.2
1979,24.8
1980,15.6
1981,23.3
1982,15.4
1983,18.5
1984,15.8
1985,20.8
1986,16.2
1987,14.4
1988,20.0
1989,24.5
1990,24.0
1991,21.5
1992,19.8
1993,21.2
1994,17.4
1995,22.3
1996,25.0
1997,17.1
1998,14.3
1999,17.7
2000,20.0
2001,21.0
2002,25.0
2003,19.8
2004,18.1
2005,20.0
2006,24.7
2007,30.5
2008,19.6
2009,18.3
2010,23.5
2011,23.9
2012,21.4
2013,20.4
2014,
2015,16.5
2016,15.2
2017,23.7
2018,24.3
