,DATE,TMAX
280,1881-10-08,9.9
645,1882-10-08,
1010,1883-10-08,8.9
1376,1884-10-08,16.1
1741,1885-10-08,12.6
2106,1886-10-08,7.9
2471,1887-10-08,6.8
2837,1888-10-08,10.5
3202,1889-10-08,15.3
3567,1890-10-08,2.2
3932,1891-10-08,16.5
4298,1892-10-08,7.8
4663,1893-10-08,14.1
5028,1894-10-08,8.7
5393,1895-10-08,8.9
5759,1896-10-08,10.9
6124,1897-10-08,4.4
6489,1898-10-08,4.9
6854,1899-10-08,5.0
7219,1900-10-08,8.2
7584,1901-10-08,14.0
7949,1902-10-08,6.8
8314,1903-10-08,
8680,1904-10-08,10.8
9045,1905-10-08,7.7
9410,1906-10-08,6.0
9775,1907-10-08,12.2
10141,1908-10-08,10.0
10506,1909-10-08,11.7
10871,1910-10-08,8.0
11236,1911-10-08,12.2
11602,1912-10-08,7.8
11967,1913-10-08,5.2
12332,1914-10-08,7.9
12697,1915-10-08,8.3
13063,1916-10-08,4.7
13428,1917-10-08,9.7
13793,1918-10-08,11.0
14158,1919-10-08,8.5
14524,1920-10-08,12.4
14889,1921-10-08,8.9
15254,1922-10-08,6.4
15619,1923-10-08,13.1
15985,1924-10-08,7.4
16350,1925-10-08,3.8
16715,1926-10-08,6.2
17080,1927-10-08,9.1
17446,1928-10-08,9.9
17811,1929-10-08,12.9
18176,1930-10-08,2.3
18541,1931-10-08,11.2
18907,1932-10-08,7.5
19272,1933-10-08,9.5
19637,1934-10-08,12.9
20002,1935-10-08,16.8
20368,1936-10-08,6.3
20733,1937-10-08,12.7
21098,1938-10-08,13.5
21463,1939-10-08,3.9
21829,1940-10-08,8.6
22194,1941-10-08,8.9
22559,1942-10-08,11.5
22924,1943-10-08,13.4
23290,1944-10-08,11.3
23655,1945-10-08,7.1
24020,1946-10-08,9.0
24385,1947-10-08,9.1
24751,1948-10-08,9.6
25116,1949-10-08,7.1
25481,1950-10-08,12.0
25846,1951-10-08,12.4
26212,1952-10-08,8.4
26577,1953-10-08,3.0
26942,1954-10-08,6.4
27307,1955-10-08,17.4
27673,1956-10-08,8.5
28038,1957-10-08,5.4
28403,1958-10-08,12.2
28768,1959-10-08,8.8
29134,1960-10-08,8.0
29499,1961-10-08,14.6
29864,1962-10-08,13.0
30229,1963-10-08,11.7
30595,1964-10-08,18.4
30960,1965-10-08,10.3
31325,1966-10-08,12.5
31690,1967-10-08,11.4
32056,1968-10-08,5.1
32421,1969-10-08,10.7
32786,1970-10-08,11.9
33151,1971-10-08,10.6
33517,1972-10-08,11.1
33882,1973-10-08,9.7
34247,1974-10-08,12.6
34612,1975-10-08,7.7
34978,1976-10-08,5.4
35343,1977-10-08,3.7
35708,1978-10-08,4.8
36073,1979-10-08,10.7
36439,1980-10-08,10.1
36804,1981-10-08,13.4
37169,1982-10-08,8.4
37534,1983-10-08,9.3
37900,1984-10-08,13.4
38265,1985-10-08,14.4
38630,1986-10-08,6.9
38995,1987-10-08,13.6
39361,1988-10-08,13.4
39726,1989-10-08,8.1
40091,1990-10-08,8.0
40456,1991-10-08,14.4
40822,1992-10-08,10.8
41187,1993-10-08,9.6
41552,1994-10-08,10.5
41917,1995-10-08,13.0
42283,1996-10-08,11.9
42648,1997-10-08,7.2
43013,1998-10-08,10.6
43378,1999-10-08,13.5
43744,2000-10-08,14.7
44109,2001-10-08,10.0
44474,2002-10-08,4.2
44839,2003-10-08,10.5
45205,2004-10-08,12.1
45570,2005-10-08,15.8
45935,2006-10-08,13.0
46300,2007-10-08,12.5
46666,2008-10-08,10.7
47031,2009-10-08,10.6
47396,2010-10-08,11.7
47761,2011-10-08,11.6
48127,2012-10-08,10.0
48492,2013-10-08,12.9
48857,2014-10-08,
49201,2015-10-08,5.5
49567,2016-10-08,7.3
49932,2017-10-08,
50296,2018-10-08,8.9
