,DATE,TMAX
348,1881-12-15,-5.6
713,1882-12-15,
1078,1883-12-15,2.5
1444,1884-12-15,-8.2
1809,1885-12-15,2.2
2174,1886-12-15,1.5
2539,1887-12-15,-6.6
2905,1888-12-15,2.0
3270,1889-12-15,-2.7
3635,1890-12-15,1.3
4000,1891-12-15,0.0
4366,1892-12-15,-7.7
4731,1893-12-15,1.8
5096,1894-12-15,-1.7
5461,1895-12-15,-8.5
5827,1896-12-15,-6.1
6192,1897-12-15,-2.0
6557,1898-12-15,-12.2
6922,1899-12-15,-3.3
7287,1900-12-15,1.4
7652,1901-12-15,-8.6
8017,1902-12-15,-3.4
8382,1903-12-15,
8748,1904-12-15,-0.3
9113,1905-12-15,1.8
9478,1906-12-15,-1.5
9843,1907-12-15,-17.5
10209,1908-12-15,1.5
10574,1909-12-15,1.9
10939,1910-12-15,1.5
11304,1911-12-15,1.7
11670,1912-12-15,-0.3
12035,1913-12-15,1.4
12400,1914-12-15,1.3
12765,1915-12-15,-12.2
13131,1916-12-15,2.8
13496,1917-12-15,1.0
13861,1918-12-15,-13.4
14226,1919-12-15,-2.7
14592,1920-12-15,-2.6
14957,1921-12-15,-8.0
15322,1922-12-15,2.9
15687,1923-12-15,2.3
16053,1924-12-15,-1.6
16418,1925-12-15,-7.6
16783,1926-12-15,-3.1
17148,1927-12-15,-9.1
17514,1928-12-15,-5.3
17879,1929-12-15,4.0
18244,1930-12-15,-10.7
18609,1931-12-15,-5.3
18975,1932-12-15,-2.3
19340,1933-12-15,-4.4
19705,1934-12-15,0.4
20070,1935-12-15,-5.5
20436,1936-12-15,1.9
20801,1937-12-15,-4.6
21166,1938-12-15,-1.2
21531,1939-12-15,-1.7
21897,1940-12-15,-6.5
22262,1941-12-15,-13.6
22627,1942-12-15,2.6
22992,1943-12-15,-1.6
23358,1944-12-15,-5.9
23723,1945-12-15,-7.9
24088,1946-12-15,-6.3
24453,1947-12-15,-5.6
24819,1948-12-15,-1.6
25184,1949-12-15,1.2
25549,1950-12-15,3.4
25914,1951-12-15,0.8
26280,1952-12-15,1.6
26645,1953-12-15,-4.0
27010,1954-12-15,0.2
27375,1955-12-15,-16.2
27741,1956-12-15,1.9
28106,1957-12-15,-6.7
28471,1958-12-15,1.6
28836,1959-12-15,-5.8
29202,1960-12-15,0.6
29567,1961-12-15,-8.7
29932,1962-12-15,-1.3
30297,1963-12-15,-3.1
30663,1964-12-15,2.9
31028,1965-12-15,-3.9
31393,1966-12-15,-10.3
31758,1967-12-15,3.0
32124,1968-12-15,1.0
32489,1969-12-15,-1.6
32854,1970-12-15,-2.1
33219,1971-12-15,-5.6
33585,1972-12-15,4.8
33950,1973-12-15,-3.0
34315,1974-12-15,0.1
34680,1975-12-15,3.5
35046,1976-12-15,-0.2
35411,1977-12-15,1.1
35776,1978-12-15,-11.3
36141,1979-12-15,-7.6
36507,1980-12-15,3.7
36872,1981-12-15,-8.2
37237,1982-12-15,-2.6
37602,1983-12-15,-0.3
37968,1984-12-15,-4.2
38333,1985-12-15,1.0
38698,1986-12-15,-11.3
39063,1987-12-15,-8.4
39429,1988-12-15,-4.6
39794,1989-12-15,-12.2
40159,1990-12-15,-3.8
40524,1991-12-15,-0.1
40890,1992-12-15,2.9
41255,1993-12-15,-3.7
41620,1994-12-15,-2.8
41985,1995-12-15,-0.2
42351,1996-12-15,-2.4
42716,1997-12-15,-17.8
43081,1998-12-15,-0.9
43446,1999-12-15,1.1
43812,2000-12-15,5.5
44177,2001-12-15,-1.2
44542,2002-12-15,-3.5
44907,2003-12-15,0.9
45273,2004-12-15,2.6
45638,2005-12-15,1.9
46003,2006-12-15,10.4
46368,2007-12-15,1.6
46734,2008-12-15,-3.1
47099,2009-12-15,-9.9
47464,2010-12-15,-3.6
47829,2011-12-15,6.7
48195,2012-12-15,-6.2
48560,2013-12-15,-2.7
48925,2014-12-15,2.2
49269,2015-12-15,1.5
49635,2016-12-15,
50000,2017-12-15,
50358,2018-12-15,
