,DATE,TMAX
363,1881-12-30,-5.4
728,1882-12-30,
1093,1883-12-30,1.5
1459,1884-12-30,-0.4
1824,1885-12-30,2.0
2189,1886-12-30,-2.5
2554,1887-12-30,-18.4
2920,1888-12-30,-9.5
3285,1889-12-30,-0.7
3650,1890-12-30,-0.8
4015,1891-12-30,-0.3
4381,1892-12-30,-8.8
4746,1893-12-30,3.1
5111,1894-12-30,-1.1
5476,1895-12-30,-6.2
5842,1896-12-30,1.4
6207,1897-12-30,3.2
6572,1898-12-30,2.3
6937,1899-12-30,-2.2
7302,1900-12-30,-21.3
7667,1901-12-30,-7.8
8032,1902-12-30,-0.7
8397,1903-12-30,
8763,1904-12-30,-13.0
9128,1905-12-30,-14.2
9493,1906-12-30,-9.0
9858,1907-12-30,-6.9
10224,1908-12-30,-6.5
10589,1909-12-30,0.2
10954,1910-12-30,-2.3
11319,1911-12-30,-3.0
11685,1912-12-30,-5.6
12050,1913-12-30,-8.8
12415,1914-12-30,-3.8
12780,1915-12-30,-14.0
13146,1916-12-30,-11.4
13511,1917-12-30,1.1
13876,1918-12-30,-2.5
14241,1919-12-30,-9.1
14607,1920-12-30,-5.7
14972,1921-12-30,-3.1
15337,1922-12-30,-0.5
15702,1923-12-30,-6.1
16068,1924-12-30,1.2
16433,1925-12-30,2.5
16798,1926-12-30,-11.6
17163,1927-12-30,-0.7
17529,1928-12-30,-5.1
17894,1929-12-30,1.0
18259,1930-12-30,-11.3
18624,1931-12-30,-6.6
18990,1932-12-30,4.5
19355,1933-12-30,-13.0
19720,1934-12-30,-6.3
20085,1935-12-30,0.5
20451,1936-12-30,-5.5
20816,1937-12-30,-5.8
21181,1938-12-30,-6.1
21546,1939-12-30,-4.5
21912,1940-12-30,-13.8
22277,1941-12-30,-14.6
22642,1942-12-30,-5.2
23007,1943-12-30,0.6
23373,1944-12-30,1.6
23738,1945-12-30,-3.4
24103,1946-12-30,-3.6
24468,1947-12-30,-14.1
24834,1948-12-30,3.0
25199,1949-12-30,-10.6
25564,1950-12-30,-9.2
25929,1951-12-30,2.8
26295,1952-12-30,-3.6
26660,1953-12-30,-2.9
27025,1954-12-30,-3.1
27390,1955-12-30,-2.3
27756,1956-12-30,-5.5
28121,1957-12-30,-0.1
28486,1958-12-30,-7.7
28851,1959-12-30,0.4
29217,1960-12-30,0.5
29582,1961-12-30,-4.9
29947,1962-12-30,-9.6
30312,1963-12-30,1.7
30678,1964-12-30,-7.7
31043,1965-12-30,-2.6
31408,1966-12-30,-3.0
31773,1967-12-30,-0.8
32139,1968-12-30,-2.9
32504,1969-12-30,-12.4
32869,1970-12-30,-5.6
33234,1971-12-30,-1.6
33600,1972-12-30,1.9
33965,1973-12-30,3.7
34330,1974-12-30,-0.7
34695,1975-12-30,2.6
35061,1976-12-30,-6.4
35426,1977-12-30,-11.6
35791,1978-12-30,-28.0
36156,1979-12-30,-4.3
36522,1980-12-30,4.2
36887,1981-12-30,-1.5
37252,1982-12-30,0.0
37617,1983-12-30,-2.0
37983,1984-12-30,-5.7
38348,1985-12-30,-6.5
38713,1986-12-30,-9.3
39078,1987-12-30,1.3
39444,1988-12-30,2.6
39809,1989-12-30,-0.5
40174,1990-12-30,2.1
40539,1991-12-30,2.9
40905,1992-12-30,-0.5
41270,1993-12-30,-4.7
41635,1994-12-30,5.9
42000,1995-12-30,-4.6
42366,1996-12-30,-7.2
42731,1997-12-30,-2.8
43096,1998-12-30,2.1
43461,1999-12-30,-2.3
43827,2000-12-30,-0.3
44192,2001-12-30,-5.1
44557,2002-12-30,-14.4
44922,2003-12-30,4.4
45288,2004-12-30,2.0
45653,2005-12-30,-1.0
46018,2006-12-30,1.3
46383,2007-12-30,3.5
46749,2008-12-30,0.6
47114,2009-12-30,-8.3
47479,2010-12-30,-6.5
47844,2011-12-30,4.6
48210,2012-12-30,-3.5
48575,2013-12-30,5.2
48940,2014-12-30,
49284,2015-12-30,-3.8
49650,2016-12-30,
50015,2017-12-30,
50373,2018-12-30,
