,07-15
1881,18.1
1882,
1883,
1884,19.5
1885,31.3
1886,26.0
1887,25.6
1888,20.1
1889,18.5
1890,24.2
1891,24.0
1892,23.4
1893,17.2
1894,24.6
1895,20.9
1896,23.9
1897,25.9
1898,20.0
1899,26.7
1900,23.7
1901,26.5
1902,22.2
1903,18.6
1904,20.1
1905,18.8
1906,28.4
1907,25.5
1908,19.7
1909,23.3
1910,23.4
1911,20.2
1912,25.0
1913,22.2
1914,20.7
1915,20.6
1916,21.5
1917,22.2
1918,19.4
1919,26.4
1920,21.0
1921,15.2
1922,19.9
1923,19.3
1924,19.4
1925,19.1
1926,21.0
1927,28.6
1928,24.0
1929,21.3
1930,21.6
1931,25.5
1932,23.8
1933,20.7
1934,25.5
1935,17.2
1936,23.3
1937,20.4
1938,30.1
1939,23.3
1940,25.8
1941,24.9
1942,22.1
1943,18.3
1944,24.2
1945,26.0
1946,21.8
1947,20.1
1948,19.4
1949,17.6
1950,20.4
1951,23.9
1952,21.9
1953,24.2
1954,24.3
1955,20.8
1956,18.2
1957,29.4
1958,18.9
1959,21.0
1960,20.2
1961,26.3
1962,20.3
1963,22.1
1964,25.5
1965,24.3
1966,22.1
1967,19.4
1968,14.2
1969,20.1
1970,15.8
1971,17.4
1972,23.6
1973,28.5
1974,21.7
1975,19.2
1976,22.1
1977,17.5
1978,17.4
1979,23.4
1980,20.5
1981,22.6
1982,23.8
1983,24.2
1984,18.7
1985,22.6
1986,19.0
1987,15.4
1988,27.0
1989,21.1
1990,17.2
1991,24.7
1992,23.3
1993,21.6
1994,28.3
1995,18.9
1996,18.5
1997,20.6
1998,22.7
1999,33.7
2000,26.7
2001,27.5
2002,25.4
2003,30.3
2004,19.1
2005,27.3
2006,23.1
2007,19.4
2008,21.3
2009,23.4
2010,33.1
2011,20.2
2012,20.6
2013,25.1
2014,
2015,20.5
2016,
2017,18.3
2018,30.0
