,05-16
1881,12.9
1882,
1883,
1884,6.4
1885,16.0
1886,14.7
1887,18.1
1888,11.5
1889,8.5
1890,22.3
1891,14.0
1892,11.8
1893,6.3
1894,26.5
1895,18.4
1896,5.6
1897,22.7
1898,15.0
1899,24.9
1900,9.0
1901,16.6
1902,16.7
1903,14.2
1904,14.7
1905,16.2
1906,21.9
1907,6.0
1908,12.0
1909,10.7
1910,13.1
1911,7.8
1912,15.1
1913,10.3
1914,14.5
1915,11.5
1916,17.4
1917,10.7
1918,14.2
1919,5.7
1920,26.9
1921,24.7
1922,8.7
1923,18.9
1924,15.0
1925,16.2
1926,9.8
1927,8.4
1928,10.2
1929,23.2
1930,14.5
1931,16.7
1932,15.2
1933,10.9
1934,11.8
1935,14.4
1936,11.3
1937,14.4
1938,19.5
1939,20.5
1940,14.2
1941,9.2
1942,16.4
1943,13.6
1944,23.6
1945,14.2
1946,19.9
1947,12.3
1948,12.9
1949,22.3
1950,10.4
1951,12.6
1952,6.4
1953,20.0
1954,10.0
1955,12.8
1956,14.4
1957,13.6
1958,11.5
1959,24.2
1960,17.4
1961,14.1
1962,15.0
1963,21.7
1964,14.1
1965,5.2
1966,18.5
1967,14.3
1968,9.8
1969,11.3
1970,8.4
1971,16.7
1972,6.0
1973,11.0
1974,14.7
1975,28.4
1976,20.4
1977,23.7
1978,19.1
1979,16.8
1980,12.4
1981,10.5
1982,6.9
1983,21.1
1984,28.2
1985,10.3
1986,18.6
1987,17.7
1988,13.6
1989,17.6
1990,14.7
1991,13.0
1992,20.5
1993,24.6
1994,12.0
1995,12.9
1996,6.6
1997,15.1
1998,18.2
1999,10.9
2000,10.7
2001,19.1
2002,18.5
2003,24.1
2004,9.9
2005,19.8
2006,9.6
2007,16.6
2008,11.3
2009,12.6
2010,25.3
2011,16.9
2012,21.0
2013,22.7
2014,
2015,14.5
2016,19.8
2017,12.6
2018,19.0
