,06-15
1881,13.2
1882,
1883,
1884,17.2
1885,15.1
1886,26.1
1887,15.7
1888,16.1
1889,22.8
1890,14.9
1891,16.9
1892,12.0
1893,16.5
1894,23.0
1895,13.4
1896,19.9
1897,24.4
1898,14.0
1899,16.3
1900,16.7
1901,17.9
1902,22.2
1903,17.2
1904,14.8
1905,21.5
1906,26.0
1907,18.0
1908,20.6
1909,12.7
1910,31.0
1911,13.4
1912,27.3
1913,14.3
1914,22.5
1915,15.0
1916,17.6
1917,21.3
1918,16.6
1919,16.5
1920,16.6
1921,17.6
1922,25.9
1923,20.2
1924,13.2
1925,18.2
1926,17.5
1927,18.6
1928,15.8
1929,24.0
1930,20.0
1931,15.6
1932,20.4
1933,23.3
1934,14.2
1935,20.5
1936,25.0
1937,21.0
1938,18.7
1939,26.2
1940,12.3
1941,13.1
1942,15.3
1943,19.0
1944,22.2
1945,17.3
1946,29.3
1947,22.7
1948,16.9
1949,16.2
1950,11.7
1951,19.5
1952,24.2
1953,21.7
1954,22.3
1955,21.6
1956,24.5
1957,15.9
1958,12.1
1959,18.5
1960,24.9
1961,27.8
1962,18.2
1963,15.1
1964,27.8
1965,19.4
1966,18.4
1967,22.2
1968,23.9
1969,23.3
1970,18.6
1971,16.5
1972,26.8
1973,15.9
1974,23.6
1975,15.7
1976,15.8
1977,30.2
1978,13.2
1979,24.7
1980,22.3
1981,16.1
1982,17.2
1983,26.5
1984,19.4
1985,19.0
1986,20.4
1987,18.1
1988,14.0
1989,20.2
1990,10.9
1991,16.0
1992,26.2
1993,15.2
1994,19.2
1995,30.9
1996,13.7
1997,23.1
1998,34.6
1999,29.2
2000,16.3
2001,17.0
2002,17.6
2003,15.7
2004,15.6
2005,21.3
2006,24.6
2007,18.2
2008,17.2
2009,19.3
2010,16.1
2011,17.0
2012,26.0
2013,20.0
2014,
2015,
2016,24.0
2017,19.0
2018,
