,DATE,TMAX
331,1881-11-28,7.2
696,1882-11-28,
1061,1883-11-28,-0.6
1427,1884-11-28,-8.2
1792,1885-11-28,-13.1
2157,1886-11-28,-0.6
2522,1887-11-28,5.3
2888,1888-11-28,1.9
3253,1889-11-28,2.6
3618,1890-11-28,-0.4
3983,1891-11-28,-8.2
4349,1892-11-28,0.5
4714,1893-11-28,-5.2
5079,1894-11-28,2.1
5444,1895-11-28,-8.0
5810,1896-11-28,-3.0
6175,1897-11-28,1.8
6540,1898-11-28,5.4
6905,1899-11-28,2.5
7270,1900-11-28,-4.0
7635,1901-11-28,1.4
8000,1902-11-28,-7.0
8365,1903-11-28,
8731,1904-11-28,-0.8
9096,1905-11-28,5.5
9461,1906-11-28,-0.5
9826,1907-11-28,4.1
10192,1908-11-28,0.5
10557,1909-11-28,-9.1
10922,1910-11-28,-6.8
11287,1911-11-28,1.8
11653,1912-11-28,3.2
12018,1913-11-28,-2.5
12383,1914-11-28,1.9
12748,1915-11-28,-9.0
13114,1916-11-28,4.5
13479,1917-11-28,-0.4
13844,1918-11-28,-1.3
14209,1919-11-28,1.7
14575,1920-11-28,0.3
14940,1921-11-28,-6.1
15305,1922-11-28,-5.1
15670,1923-11-28,-0.6
16036,1924-11-28,4.6
16401,1925-11-28,-6.0
16766,1926-11-28,-0.2
17131,1927-11-28,2.0
17497,1928-11-28,5.4
17862,1929-11-28,1.8
18227,1930-11-28,5.0
18592,1931-11-28,-3.8
18958,1932-11-28,3.4
19323,1933-11-28,-5.8
19688,1934-11-28,6.8
20053,1935-11-28,-2.4
20419,1936-11-28,-1.7
20784,1937-11-28,-1.9
21149,1938-11-28,4.0
21514,1939-11-28,2.0
21880,1940-11-28,0.8
22245,1941-11-28,0.4
22610,1942-11-28,-4.2
22975,1943-11-28,1.2
23341,1944-11-28,2.8
23706,1945-11-28,0.4
24071,1946-11-28,4.8
24436,1947-11-28,0.1
24802,1948-11-28,1.7
25167,1949-11-28,-2.6
25532,1950-11-28,3.4
25897,1951-11-28,5.3
26263,1952-11-28,1.0
26628,1953-11-28,3.4
26993,1954-11-28,-6.0
27358,1955-11-28,-5.6
27724,1956-11-28,0.2
28089,1957-11-28,-8.2
28454,1958-11-28,-0.6
28819,1959-11-28,-1.0
29185,1960-11-28,1.7
29550,1961-11-28,2.0
29915,1962-11-28,4.4
30280,1963-11-28,-3.1
30646,1964-11-28,-5.1
31011,1965-11-28,-8.7
31376,1966-11-28,2.3
31741,1967-11-28,-4.8
32107,1968-11-28,3.4
32472,1969-11-28,-2.7
32837,1970-11-28,3.1
33202,1971-11-28,4.7
33568,1972-11-28,1.2
33933,1973-11-28,-4.2
34298,1974-11-28,1.2
34663,1975-11-28,-3.6
35029,1976-11-28,2.9
35394,1977-11-28,-0.8
35759,1978-11-28,1.2
36124,1979-11-28,2.7
36490,1980-11-28,-2.5
36855,1981-11-28,-0.9
37220,1982-11-28,6.0
37585,1983-11-28,-3.0
37951,1984-11-28,-7.8
38316,1985-11-28,-8.7
38681,1986-11-28,6.9
39046,1987-11-28,2.8
39412,1988-11-28,-7.3
39777,1989-11-28,-7.3
40142,1990-11-28,0.8
40507,1991-11-28,6.1
40873,1992-11-28,-8.2
41238,1993-11-28,-3.0
41603,1994-11-28,2.2
41968,1995-11-28,-3.5
42334,1996-11-28,3.0
42699,1997-11-28,-4.4
43064,1998-11-28,-2.3
43429,1999-11-28,5.1
43795,2000-11-28,-2.8
44160,2001-11-28,1.8
44525,2002-11-28,0.7
44890,2003-11-28,3.3
45256,2004-11-28,-6.3
45621,2005-11-28,3.8
45986,2006-11-28,6.5
46351,2007-11-28,1.2
46717,2008-11-28,6.2
47082,2009-11-28,6.2
47447,2010-11-28,-9.4
47812,2011-11-28,8.8
48178,2012-11-28,0.8
48543,2013-11-28,6.2
48908,2014-11-28,-3.0
49252,2015-11-28,
49618,2016-11-28,
49983,2017-11-28,2.2
50341,2018-11-28,-1.1
