,02-11
1881,1.5
1882,
1883,
1884,1.2
1885,-5.9
1886,0.6
1887,0.7
1888,-16.3
1889,-8.7
1890,-4.1
1891,2.7
1892,-2.5
1893,-2.2
1894,0.9
1895,-12.4
1896,0.4
1897,-8.4
1898,-11.7
1899,-7.7
1900,-4.3
1901,-16.6
1902,-2.2
1903,
1904,-8.8
1905,2.0
1906,-3.5
1907,-9.3
1908,-7.0
1909,-17.6
1910,-1.2
1911,-12.3
1912,-1.7
1913,-2.2
1914,2.5
1915,-12.0
1916,-2.6
1917,-2.5
1918,-6.0
1919,-0.9
1920,-0.5
1921,0.8
1922,-0.3
1923,-10.4
1924,-10.4
1925,4.7
1926,-6.8
1927,-3.0
1928,-2.7
1929,-16.8
1930,-12.2
1931,-6.0
1932,-7.5
1933,-0.5
1934,-6.6
1935,-11.9
1936,-11.1
1937,-6.8
1938,-2.9
1939,1.1
1940,-13.6
1941,0.5
1942,-7.4
1943,-5.7
1944,-1.5
1945,0.3
1946,-4.8
1947,-16.0
1948,-14.3
1949,-3.5
1950,0.7
1951,-2.6
1952,-2.5
1953,-10.4
1954,-11.2
1955,-3.3
1956,-17.5
1957,-6.6
1958,-14.4
1959,-3.7
1960,-2.2
1961,0.4
1962,2.1
1963,-11.3
1964,-11.9
1965,-9.2
1966,-16.6
1967,-7.8
1968,-4.0
1969,-14.4
1970,-11.8
1971,-6.8
1972,-3.3
1973,-7.3
1974,2.2
1975,-2.3
1976,-3.4
1977,-14.0
1978,-12.9
1979,-14.0
1980,-17.7
1981,-3.2
1982,0.9
1983,-10.1
1984,-3.0
1985,-16.7
1986,-2.5
1987,-8.2
1988,3.5
1989,0.0
1990,3.1
1991,-7.2
1992,2.4
1993,-2.5
1994,-17.9
1995,-0.2
1996,-13.0
1997,1.8
1998,2.8
1999,-15.4
2000,2.7
2001,-1.0
2002,3.9
2003,-2.5
2004,-11.4
2005,-0.4
2006,-6.3
2007,-8.0
2008,3.6
2009,-2.4
2010,-5.6
2011,-12.3
2012,-9.3
2013,1.4
2014,
2015,
2016,4.7
2017,-3.7
2018,
2019,
