,08-21
1881,18.7
1882,
1883,
1884,14.3
1885,20.7
1886,22.4
1887,18.3
1888,16.4
1889,20.2
1890,19.2
1891,15.6
1892,18.5
1893,21.3
1894,24.6
1895,20.0
1896,19.1
1897,20.9
1898,17.8
1899,19.7
1900,21.2
1901,18.5
1902,17.2
1903,18.9
1904,15.9
1905,18.3
1906,16.0
1907,16.0
1908,12.2
1909,19.1
1910,18.2
1911,18.0
1912,16.0
1913,19.8
1914,12.7
1915,17.7
1916,26.7
1917,22.4
1918,18.3
1919,17.8
1920,19.2
1921,20.2
1922,18.4
1923,13.4
1924,19.5
1925,15.6
1926,21.3
1927,21.3
1928,21.7
1929,17.3
1930,23.7
1931,20.6
1932,22.5
1933,17.1
1934,20.8
1935,18.5
1936,23.1
1937,23.9
1938,20.4
1939,25.7
1940,16.8
1941,20.6
1942,23.8
1943,16.5
1944,25.8
1945,20.7
1946,23.9
1947,22.1
1948,22.1
1949,12.8
1950,21.7
1951,24.3
1952,21.6
1953,19.3
1954,17.4
1955,24.7
1956,18.7
1957,18.9
1958,12.8
1959,25.7
1960,20.2
1961,14.1
1962,20.6
1963,21.2
1964,21.8
1965,18.5
1966,21.8
1967,18.9
1968,27.1
1969,24.2
1970,24.7
1971,20.0
1972,31.0
1973,18.9
1974,18.4
1975,20.4
1976,15.3
1977,14.5
1978,17.4
1979,24.5
1980,16.7
1981,20.1
1982,17.1
1983,21.0
1984,18.6
1985,20.0
1986,19.5
1987,19.4
1988,25.0
1989,17.9
1990,20.5
1991,19.2
1992,15.3
1993,18.2
1994,16.6
1995,18.5
1996,25.7
1997,21.4
1998,21.6
1999,20.2
2000,16.2
2001,20.0
2002,20.2
2003,20.4
2004,21.1
2005,22.4
2006,25.5
2007,21.5
2008,21.4
2009,18.9
2010,20.6
2011,18.4
2012,17.7
2013,20.7
2014,
2015,24.3
2016,26.0
2017,
2018,18.1
