,07-20
1881,18.8
1882,
1883,
1884,21.2
1885,25.9
1886,23.0
1887,19.1
1888,19.6
1889,19.3
1890,19.0
1891,25.1
1892,26.0
1893,21.9
1894,21.4
1895,18.2
1896,21.0
1897,23.4
1898,19.5
1899,25.6
1900,25.7
1901,25.4
1902,18.5
1903,16.5
1904,14.7
1905,22.7
1906,24.8
1907,16.9
1908,29.6
1909,15.7
1910,19.9
1911,19.2
1912,22.9
1913,25.1
1914,25.5
1915,27.7
1916,27.7
1917,22.0
1918,21.0
1919,23.2
1920,19.8
1921,17.9
1922,21.4
1923,17.5
1924,25.1
1925,26.4
1926,22.9
1927,28.0
1928,15.3
1929,22.2
1930,29.4
1931,21.0
1932,23.4
1933,22.9
1934,14.3
1935,21.5
1936,25.2
1937,28.1
1938,28.2
1939,23.2
1940,24.5
1941,24.1
1942,24.2
1943,25.7
1944,23.5
1945,25.8
1946,27.1
1947,23.3
1948,21.9
1949,24.8
1950,17.3
1951,17.2
1952,24.1
1953,20.6
1954,21.4
1955,17.1
1956,14.6
1957,24.6
1958,15.3
1959,25.6
1960,23.2
1961,25.3
1962,22.1
1963,25.2
1964,20.3
1965,24.4
1966,26.5
1967,26.7
1968,15.3
1969,16.3
1970,29.4
1971,21.4
1972,26.2
1973,25.8
1974,27.9
1975,22.1
1976,24.0
1977,21.3
1978,18.3
1979,18.6
1980,19.4
1981,20.8
1982,23.3
1983,20.0
1984,20.8
1985,23.0
1986,21.1
1987,21.7
1988,26.8
1989,20.4
1990,19.0
1991,21.1
1992,21.4
1993,21.6
1994,18.2
1995,19.9
1996,14.5
1997,27.5
1998,18.9
1999,26.2
2000,24.0
2001,25.5
2002,29.8
2003,25.9
2004,23.9
2005,27.1
2006,18.8
2007,17.7
2008,20.8
2009,23.9
2010,25.1
2011,29.6
2012,20.5
2013,17.5
2014,27.6
2015,
2016,19.2
2017,17.7
2018,26.3
