,06-28
1881,21.6
1882,
1883,
1884,19.2
1885,18.0
1886,18.4
1887,16.8
1888,18.4
1889,15.3
1890,20.9
1891,28.4
1892,18.6
1893,25.7
1894,19.4
1895,22.4
1896,24.7
1897,16.6
1898,23.8
1899,16.2
1900,26.2
1901,20.9
1902,17.5
1903,19.7
1904,17.2
1905,29.0
1906,23.7
1907,18.1
1908,17.5
1909,23.5
1910,18.1
1911,18.0
1912,26.4
1913,21.8
1914,23.2
1915,15.6
1916,22.2
1917,26.0
1918,19.7
1919,22.7
1920,20.1
1921,24.1
1922,17.4
1923,11.9
1924,16.1
1925,23.3
1926,26.6
1927,22.2
1928,17.4
1929,19.4
1930,21.9
1931,19.5
1932,23.2
1933,16.4
1934,24.4
1935,19.7
1936,19.3
1937,25.7
1938,17.9
1939,18.8
1940,29.2
1941,18.7
1942,23.0
1943,16.4
1944,24.7
1945,19.8
1946,27.3
1947,25.6
1948,19.5
1949,19.9
1950,20.8
1951,21.9
1952,18.2
1953,17.4
1954,20.0
1955,19.9
1956,18.4
1957,17.7
1958,24.6
1959,22.2
1960,21.7
1961,25.3
1962,16.6
1963,21.7
1964,26.1
1965,18.9
1966,23.5
1967,20.9
1968,20.7
1969,23.1
1970,22.3
1971,26.1
1972,31.0
1973,25.8
1974,18.3
1975,14.5
1976,22.9
1977,16.3
1978,20.3
1979,18.3
1980,20.4
1981,22.5
1982,16.5
1983,22.1
1984,17.5
1985,12.8
1986,25.5
1987,16.5
1988,31.0
1989,29.5
1990,24.6
1991,21.2
1992,24.2
1993,17.6
1994,19.6
1995,19.5
1996,19.7
1997,19.8
1998,23.1
1999,27.0
2000,19.7
2001,23.2
2002,20.2
2003,16.5
2004,22.6
2005,17.5
2006,23.6
2007,19.6
2008,23.2
2009,21.4
2010,21.8
2011,22.1
2012,16.8
2013,22.7
2014,
2015,18.8
2016,
2017,
2018,
