,02-14
1881,-8.6
1882,
1883,
1884,1.0
1885,-0.2
1886,-5.4
1887,-2.5
1888,0.0
1889,-4.1
1890,-4.2
1891,-10.4
1892,-11.3
1893,-12.6
1894,-6.5
1895,-15.7
1896,-9.9
1897,-9.9
1898,-3.8
1899,-1.0
1900,-6.3
1901,-10.9
1902,-1.8
1903,
1904,-4.8
1905,-3.7
1906,-3.0
1907,-9.0
1908,-7.8
1909,-1.8
1910,-2.1
1911,-12.7
1912,-6.2
1913,-10.9
1914,1.2
1915,1.9
1916,-7.0
1917,-2.1
1918,-4.0
1919,-1.0
1920,-2.5
1921,-2.7
1922,-3.0
1923,-14.5
1924,-4.0
1925,2.1
1926,-3.9
1927,-3.5
1928,-13.4
1929,-11.7
1930,2.1
1931,-8.5
1932,-10.3
1933,-2.8
1934,-2.8
1935,0.6
1936,-7.1
1937,-6.5
1938,-4.5
1939,2.1
1940,-17.7
1941,-5.3
1942,-2.7
1943,1.4
1944,-2.3
1945,-1.4
1946,-11.2
1947,-12.2
1948,-8.6
1949,-1.3
1950,2.4
1951,-11.5
1952,-4.9
1953,-10.9
1954,-10.2
1955,-6.6
1956,-3.1
1957,1.4
1958,-2.5
1959,-2.6
1960,-8.3
1961,1.0
1962,0.1
1963,-11.3
1964,-12.3
1965,1.8
1966,-13.5
1967,-0.5
1968,-3.5
1969,-9.9
1970,-8.1
1971,-3.3
1972,2.9
1973,2.6
1974,3.3
1975,-8.2
1976,-9.7
1977,-10.0
1978,-11.0
1979,-23.6
1980,-3.9
1981,-5.6
1982,1.2
1983,-7.9
1984,-1.0
1985,-14.5
1986,-5.3
1987,2.3
1988,2.4
1989,3.4
1990,2.0
1991,-2.9
1992,3.3
1993,-0.9
1994,-9.2
1995,4.2
1996,-8.0
1997,0.1
1998,-5.8
1999,0.3
2000,2.1
2001,1.3
2002,-0.2
2003,-1.2
2004,-3.0
2005,-4.3
2006,-4.7
2007,-5.2
2008,0.1
2009,-0.1
2010,-6.1
2011,-16.0
2012,-9.0
2013,-0.4
2014,
2015,
2016,2.6
2017,5.9
2018,
2019,
