,05-26
1881,9.7
1882,
1883,
1884,12.9
1885,12.0
1886,16.3
1887,25.5
1888,8.9
1889,27.3
1890,6.7
1891,24.2
1892,17.2
1893,18.5
1894,10.7
1895,17.6
1896,22.5
1897,18.0
1898,17.6
1899,13.7
1900,26.2
1901,16.3
1902,16.2
1903,25.1
1904,12.6
1905,14.3
1906,17.3
1907,12.4
1908,21.9
1909,9.8
1910,10.7
1911,22.5
1912,25.9
1913,15.0
1914,25.7
1915,13.6
1916,12.3
1917,12.2
1918,9.6
1919,19.3
1920,16.9
1921,19.7
1922,20.6
1923,17.2
1924,16.2
1925,8.5
1926,16.0
1927,10.6
1928,13.9
1929,25.5
1930,28.1
1931,19.8
1932,13.2
1933,19.7
1934,11.8
1935,17.4
1936,20.3
1937,16.9
1938,23.2
1939,20.6
1940,14.1
1941,20.8
1942,11.5
1943,19.9
1944,12.2
1945,8.1
1946,20.9
1947,17.4
1948,15.8
1949,24.1
1950,17.4
1951,11.1
1952,15.9
1953,11.4
1954,24.6
1955,7.0
1956,22.1
1957,7.5
1958,29.6
1959,9.4
1960,20.0
1961,18.7
1962,17.1
1963,19.1
1964,21.8
1965,17.0
1966,16.8
1967,16.8
1968,12.9
1969,18.0
1970,16.4
1971,15.4
1972,20.5
1973,13.2
1974,12.6
1975,12.0
1976,13.8
1977,8.6
1978,20.6
1979,24.9
1980,17.0
1981,18.4
1982,15.8
1983,21.0
1984,26.0
1985,18.2
1986,13.7
1987,7.8
1988,17.2
1989,25.5
1990,12.5
1991,13.5
1992,21.6
1993,8.4
1994,19.8
1995,27.9
1996,16.3
1997,14.2
1998,14.2
1999,18.8
2000,22.5
2001,7.2
2002,18.4
2003,26.9
2004,17.5
2005,18.2
2006,14.4
2007,26.9
2008,17.9
2009,20.7
2010,14.5
2011,14.0
2012,18.1
2013,18.9
2014,
2015,
2016,22.6
2017,
2018,
