,01-16
1881,-14.7
1882,
1883,
1884,-8.7
1885,-6.5
1886,-0.4
1887,1.1
1888,-1.3
1889,-5.6
1890,-3.9
1891,-5.4
1892,-5.2
1893,-21.4
1894,-6.1
1895,-2.2
1896,-5.2
1897,-7.1
1898,-0.1
1899,-0.8
1900,-9.4
1901,-0.7
1902,-13.0
1903,
1904,2.0
1905,-4.7
1906,-2.6
1907,
1908,0.9
1909,-1.6
1910,0.8
1911,-0.8
1912,
1913,-5.5
1914,-6.1
1915,
1916,-4.5
1917,-11.9
1918,-1.5
1919,-3.6
1920,-8.1
1921,-3.0
1922,-17.7
1923,-3.1
1924,-2.0
1925,2.7
1926,-12.9
1927,-10.4
1928,-7.7
1929,-11.3
1930,3.9
1931,-3.3
1932,1.6
1933,-9.7
1934,-3.2
1935,-4.2
1936,-4.4
1937,-5.6
1938,-7.7
1939,1.3
1940,-31.1
1941,-15.5
1942,-9.6
1943,-11.4
1944,1.7
1945,-6.4
1946,-0.3
1947,1.8
1948,-11.3
1949,0.9
1950,-12.5
1951,1.6
1952,2.0
1953,1.4
1954,-0.9
1955,-4.6
1956,-2.4
1957,-4.4
1958,-0.1
1959,-6.5
1960,-11.1
1961,1.3
1962,0.1
1963,-13.2
1964,-10.1
1965,2.6
1966,-20.8
1967,-10.1
1968,-20.9
1969,1.3
1970,-10.6
1971,0.6
1972,-17.9
1973,-7.2
1974,-5.0
1975,5.4
1976,-17.4
1977,-7.4
1978,1.3
1979,-3.8
1980,-1.0
1981,-1.2
1982,-1.3
1983,0.4
1984,1.5
1985,-0.9
1986,-7.2
1987,-5.7
1988,2.8
1989,2.3
1990,-5.5
1991,-0.5
1992,2.5
1993,1.5
1994,3.3
1995,-0.2
1996,-0.5
1997,2.8
1998,3.0
1999,1.2
2000,0.2
2001,0.9
2002,2.5
2003,3.1
2004,-0.8
2005,-0.2
2006,0.8
2007,5.1
2008,2.7
2009,-1.1
2010,-5.1
2011,-11.8
2012,-1.0
2013,-5.5
2014,
2015,
2016,-13.1
2017,
2018,-8.2
2019,
