,DATE,TMAX
281,1881-10-09,10.6
646,1882-10-09,
1011,1883-10-09,8.6
1377,1884-10-09,15.1
1742,1885-10-09,8.0
2107,1886-10-09,8.7
2472,1887-10-09,3.5
2838,1888-10-09,10.5
3203,1889-10-09,13.3
3568,1890-10-09,2.9
3933,1891-10-09,15.7
4299,1892-10-09,10.4
4664,1893-10-09,13.8
5029,1894-10-09,7.5
5394,1895-10-09,10.7
5760,1896-10-09,19.4
6125,1897-10-09,4.9
6490,1898-10-09,4.3
6855,1899-10-09,5.8
7220,1900-10-09,8.3
7585,1901-10-09,12.5
7950,1902-10-09,3.6
8315,1903-10-09,
8681,1904-10-09,6.5
9046,1905-10-09,6.5
9411,1906-10-09,7.8
9776,1907-10-09,12.0
10142,1908-10-09,11.2
10507,1909-10-09,10.2
10872,1910-10-09,9.0
11237,1911-10-09,9.4
11603,1912-10-09,8.0
11968,1913-10-09,2.5
12333,1914-10-09,6.7
12698,1915-10-09,8.4
13064,1916-10-09,3.0
13429,1917-10-09,7.7
13794,1918-10-09,11.4
14159,1919-10-09,7.4
14525,1920-10-09,10.8
14890,1921-10-09,8.4
15255,1922-10-09,6.7
15620,1923-10-09,10.2
15986,1924-10-09,6.1
16351,1925-10-09,5.9
16716,1926-10-09,7.1
17081,1927-10-09,9.9
17447,1928-10-09,11.8
17812,1929-10-09,12.3
18177,1930-10-09,2.8
18542,1931-10-09,11.1
18908,1932-10-09,7.6
19273,1933-10-09,5.3
19638,1934-10-09,12.7
20003,1935-10-09,13.2
20369,1936-10-09,5.9
20734,1937-10-09,7.7
21099,1938-10-09,8.2
21464,1939-10-09,4.1
21830,1940-10-09,7.3
22195,1941-10-09,8.9
22560,1942-10-09,13.7
22925,1943-10-09,8.3
23291,1944-10-09,8.7
23656,1945-10-09,10.0
24021,1946-10-09,9.9
24386,1947-10-09,5.8
24752,1948-10-09,5.7
25117,1949-10-09,5.3
25482,1950-10-09,13.4
25847,1951-10-09,12.9
26213,1952-10-09,9.0
26578,1953-10-09,8.4
26943,1954-10-09,6.1
27308,1955-10-09,12.9
27674,1956-10-09,6.0
28039,1957-10-09,5.7
28404,1958-10-09,11.6
28769,1959-10-09,5.8
29135,1960-10-09,7.1
29500,1961-10-09,13.0
29865,1962-10-09,11.7
30230,1963-10-09,12.2
30596,1964-10-09,17.2
30961,1965-10-09,7.2
31326,1966-10-09,17.4
31691,1967-10-09,11.4
32057,1968-10-09,8.0
32422,1969-10-09,10.7
32787,1970-10-09,9.1
33152,1971-10-09,6.4
33518,1972-10-09,9.3
33883,1973-10-09,10.7
34248,1974-10-09,9.6
34613,1975-10-09,4.5
34979,1976-10-09,5.5
35344,1977-10-09,4.4
35709,1978-10-09,7.4
36074,1979-10-09,10.0
36440,1980-10-09,12.1
36805,1981-10-09,11.9
37170,1982-10-09,5.9
37535,1983-10-09,7.3
37901,1984-10-09,10.3
38266,1985-10-09,14.1
38631,1986-10-09,4.3
38996,1987-10-09,12.4
39362,1988-10-09,11.6
39727,1989-10-09,8.7
40092,1990-10-09,9.2
40457,1991-10-09,17.4
40823,1992-10-09,10.8
41188,1993-10-09,9.5
41553,1994-10-09,13.0
41918,1995-10-09,12.3
42284,1996-10-09,14.4
42649,1997-10-09,11.0
43014,1998-10-09,9.3
43379,1999-10-09,13.4
43745,2000-10-09,15.2
44110,2001-10-09,13.7
44475,2002-10-09,3.2
44840,2003-10-09,10.1
45206,2004-10-09,9.3
45571,2005-10-09,15.1
45936,2006-10-09,13.7
46301,2007-10-09,10.3
46667,2008-10-09,10.5
47032,2009-10-09,8.4
47397,2010-10-09,10.5
47762,2011-10-09,10.8
48128,2012-10-09,10.1
48493,2013-10-09,12.9
48858,2014-10-09,
49202,2015-10-09,5.0
49568,2016-10-09,8.0
49933,2017-10-09,
50297,2018-10-09,
