,06-16
1881,14.7
1882,
1883,
1884,18.0
1885,15.3
1886,24.5
1887,17.6
1888,13.6
1889,25.6
1890,15.3
1891,16.8
1892,14.4
1893,17.5
1894,26.9
1895,24.4
1896,21.0
1897,17.9
1898,18.2
1899,19.3
1900,12.1
1901,14.7
1902,24.2
1903,19.3
1904,21.0
1905,19.3
1906,25.0
1907,25.1
1908,19.1
1909,19.2
1910,25.7
1911,13.4
1912,18.7
1913,16.3
1914,18.5
1915,16.9
1916,18.3
1917,21.4
1918,17.3
1919,19.0
1920,17.9
1921,16.7
1922,21.9
1923,16.9
1924,22.2
1925,19.4
1926,15.6
1927,16.5
1928,15.4
1929,26.6
1930,17.4
1931,13.6
1932,13.5
1933,26.3
1934,14.7
1935,28.5
1936,25.9
1937,23.9
1938,17.4
1939,24.9
1940,17.1
1941,17.7
1942,17.8
1943,16.3
1944,20.2
1945,19.3
1946,26.6
1947,24.7
1948,19.4
1949,18.3
1950,15.5
1951,19.7
1952,22.8
1953,25.3
1954,20.2
1955,20.0
1956,29.8
1957,17.7
1958,14.7
1959,18.0
1960,19.3
1961,23.0
1962,17.7
1963,15.7
1964,27.5
1965,19.7
1966,20.5
1967,20.2
1968,20.6
1969,21.7
1970,18.7
1971,23.0
1972,22.3
1973,17.1
1974,21.2
1975,19.8
1976,16.6
1977,31.0
1978,12.2
1979,20.5
1980,25.0
1981,17.7
1982,15.3
1983,25.0
1984,21.4
1985,21.2
1986,21.5
1987,23.9
1988,18.8
1989,24.4
1990,12.5
1991,18.8
1992,24.2
1993,19.2
1994,17.3
1995,25.5
1996,13.6
1997,21.9
1998,27.5
1999,25.5
2000,16.1
2001,18.8
2002,21.3
2003,15.9
2004,14.8
2005,19.4
2006,20.0
2007,21.3
2008,19.8
2009,15.5
2010,13.3
2011,17.6
2012,23.0
2013,21.6
2014,
2015,
2016,
2017,
2018,26.8
