,09-17
1881,14.9
1882,
1883,21.2
1884,12.6
1885,14.8
1886,9.7
1887,18.6
1888,11.0
1889,11.5
1890,15.5
1891,11.6
1892,19.0
1893,13.0
1894,6.7
1895,13.5
1896,10.6
1897,13.5
1898,12.7
1899,14.6
1900,10.7
1901,17.8
1902,15.3
1903,14.2
1904,8.8
1905,11.7
1906,15.0
1907,10.7
1908,9.2
1909,19.5
1910,13.0
1911,8.1
1912,10.4
1913,19.0
1914,16.4
1915,12.3
1916,11.7
1917,12.5
1918,11.4
1919,15.3
1920,19.1
1921,13.8
1922,15.7
1923,21.3
1924,15.6
1925,14.6
1926,10.7
1927,15.2
1928,14.2
1929,14.7
1930,12.8
1931,12.9
1932,13.4
1933,10.7
1934,16.0
1935,12.2
1936,16.1
1937,19.2
1938,14.0
1939,12.9
1940,16.3
1941,10.1
1942,10.8
1943,16.0
1944,15.6
1945,13.7
1946,14.8
1947,20.7
1948,14.3
1949,16.0
1950,19.2
1951,17.1
1952,13.2
1953,13.3
1954,17.6
1955,20.0
1956,11.0
1957,13.6
1958,9.8
1959,8.7
1960,16.5
1961,16.5
1962,13.2
1963,14.4
1964,17.2
1965,15.3
1966,14.0
1967,15.5
1968,10.1
1969,10.2
1970,21.3
1971,14.6
1972,18.3
1973,11.2
1974,14.8
1975,17.4
1976,11.0
1977,7.0
1978,11.8
1979,12.1
1980,15.3
1981,10.1
1982,13.6
1983,19.8
1984,12.1
1985,13.1
1986,10.4
1987,12.7
1988,13.4
1989,18.5
1990,13.3
1991,14.5
1992,15.0
1993,9.1
1994,18.1
1995,14.0
1996,12.0
1997,17.9
1998,14.2
1999,14.1
2000,13.6
2001,23.3
2002,13.7
2003,16.0
2004,13.7
2005,10.9
2006,14.9
2007,11.4
2008,7.7
2009,15.2
2010,15.5
2011,15.6
2012,17.4
2013,15.5
2014,
2015,19.5
2016,
2017,16.1
