,DATE,TMAX
358,1881-12-25,-6.2
723,1882-12-25,
1088,1883-12-25,-0.9
1454,1884-12-25,-1.9
1819,1885-12-25,2.2
2184,1886-12-25,-2.7
2549,1887-12-25,-5.2
2915,1888-12-25,-18.4
3280,1889-12-25,-2.4
3645,1890-12-25,-9.6
4010,1891-12-25,0.2
4376,1892-12-25,-20.4
4741,1893-12-25,2.0
5106,1894-12-25,1.1
5471,1895-12-25,-3.7
5837,1896-12-25,-5.4
6202,1897-12-25,-8.4
6567,1898-12-25,1.9
6932,1899-12-25,-8.9
7297,1900-12-25,-2.6
7662,1901-12-25,-13.5
8027,1902-12-25,2.0
8392,1903-12-25,
8758,1904-12-25,-10.7
9123,1905-12-25,-3.1
9488,1906-12-25,-7.0
9853,1907-12-25,-22.0
10219,1908-12-25,1.2
10584,1909-12-25,-9.8
10949,1910-12-25,2.6
11314,1911-12-25,-0.7
11680,1912-12-25,0.8
12045,1913-12-25,-10.4
12410,1914-12-25,-1.7
12775,1915-12-25,-17.5
13141,1916-12-25,1.1
13506,1917-12-25,-4.0
13871,1918-12-25,-0.5
14236,1919-12-25,-13.3
14602,1920-12-25,1.5
14967,1921-12-25,0.2
15332,1922-12-25,1.5
15697,1923-12-25,-9.7
16063,1924-12-25,-7.6
16428,1925-12-25,-1.1
16793,1926-12-25,1.1
17158,1927-12-25,-3.1
17524,1928-12-25,0.5
17889,1929-12-25,-5.4
18254,1930-12-25,-10.1
18619,1931-12-25,3.0
18985,1932-12-25,1.7
19350,1933-12-25,-1.5
19715,1934-12-25,-6.6
20080,1935-12-25,1.7
20446,1936-12-25,1.3
20811,1937-12-25,-4.8
21176,1938-12-25,-9.8
21541,1939-12-25,-14.0
21907,1940-12-25,-7.4
22272,1941-12-25,-11.0
22637,1942-12-25,-0.2
23002,1943-12-25,1.6
23368,1944-12-25,2.2
23733,1945-12-25,-23.3
24098,1946-12-25,-4.7
24463,1947-12-25,-9.7
24829,1948-12-25,-1.6
25194,1949-12-25,-1.3
25559,1950-12-25,-5.0
25924,1951-12-25,2.0
26290,1952-12-25,-0.5
26655,1953-12-25,-1.6
27020,1954-12-25,1.6
27385,1955-12-25,-10.8
27751,1956-12-25,-0.1
28116,1957-12-25,1.4
28481,1958-12-25,-5.2
28846,1959-12-25,1.0
29212,1960-12-25,2.9
29577,1961-12-25,-1.2
29942,1962-12-25,1.2
30307,1963-12-25,1.9
30673,1964-12-25,1.7
31038,1965-12-25,-3.5
31403,1966-12-25,-3.5
31768,1967-12-25,-13.6
32134,1968-12-25,2.0
32499,1969-12-25,-11.9
32864,1970-12-25,-4.8
33229,1971-12-25,-0.3
33595,1972-12-25,2.1
33960,1973-12-25,-0.5
34325,1974-12-25,4.0
34690,1975-12-25,-1.0
35056,1976-12-25,-2.9
35421,1977-12-25,-6.5
35786,1978-12-25,-17.8
36151,1979-12-25,-0.6
36517,1980-12-25,1.6
36882,1981-12-25,-3.6
37247,1982-12-25,1.2
37612,1983-12-25,0.5
37978,1984-12-25,-5.3
38343,1985-12-25,2.5
38708,1986-12-25,-10.3
39073,1987-12-25,1.4
39439,1988-12-25,-9.6
39804,1989-12-25,-0.7
40169,1990-12-25,0.1
40534,1991-12-25,1.2
40900,1992-12-25,1.7
41265,1993-12-25,-4.3
41630,1994-12-25,3.3
41995,1995-12-25,-11.7
42361,1996-12-25,-17.9
42726,1997-12-25,-1.5
43091,1998-12-25,1.5
43456,1999-12-25,-0.2
43822,2000-12-25,-7.5
44187,2001-12-25,-13.7
44552,2002-12-25,-10.2
44917,2003-12-25,2.0
45283,2004-12-25,-1.0
45648,2005-12-25,-5.9
46013,2006-12-25,-1.2
46378,2007-12-25,2.2
46744,2008-12-25,-3.1
47109,2009-12-25,-2.3
47474,2010-12-25,-9.3
47839,2011-12-25,1.5
48205,2012-12-25,-7.7
48570,2013-12-25,5.4
48935,2014-12-25,
49279,2015-12-25,6.1
49645,2016-12-25,
50010,2017-12-25,-0.8
50368,2018-12-25,
