,07-10
1881,22.2
1882,
1883,
1884,17.0
1885,25.3
1886,20.7
1887,19.4
1888,18.0
1889,20.0
1890,23.8
1891,19.8
1892,15.3
1893,22.3
1894,23.8
1895,17.4
1896,23.5
1897,17.6
1898,19.4
1899,22.0
1900,18.4
1901,18.4
1902,13.1
1903,20.4
1904,15.3
1905,16.9
1906,26.6
1907,23.6
1908,15.7
1909,22.8
1910,26.4
1911,20.4
1912,20.8
1913,28.2
1914,30.0
1915,21.5
1916,26.3
1917,19.2
1918,22.6
1919,27.5
1920,27.9
1921,20.5
1922,25.1
1923,18.1
1924,20.4
1925,24.7
1926,20.9
1927,24.6
1928,21.9
1929,21.0
1930,24.6
1931,26.7
1932,22.0
1933,28.6
1934,19.2
1935,13.9
1936,23.7
1937,20.5
1938,21.9
1939,22.5
1940,29.6
1941,30.4
1942,21.5
1943,25.7
1944,23.3
1945,24.1
1946,21.4
1947,17.7
1948,22.6
1949,19.5
1950,15.7
1951,20.7
1952,28.7
1953,22.3
1954,28.6
1955,23.6
1956,14.2
1957,24.2
1958,22.4
1959,29.4
1960,28.0
1961,22.0
1962,18.4
1963,19.1
1964,22.7
1965,17.5
1966,16.6
1967,21.3
1968,16.8
1969,25.8
1970,26.9
1971,23.8
1972,24.6
1973,23.4
1974,25.8
1975,21.0
1976,20.9
1977,24.8
1978,17.0
1979,21.6
1980,19.6
1981,24.3
1982,22.2
1983,27.9
1984,25.0
1985,17.8
1986,17.8
1987,18.3
1988,25.2
1989,26.2
1990,21.5
1991,27.8
1992,22.5
1993,23.5
1994,27.0
1995,17.9
1996,27.7
1997,17.9
1998,25.3
1999,22.8
2000,19.4
2001,22.1
2002,27.5
2003,20.9
2004,24.1
2005,26.5
2006,34.3
2007,20.3
2008,18.8
2009,23.4
2010,26.0
2011,31.1
2012,25.3
2013,23.9
2014,
2015,20.2
2016,22.1
2017,24.5
2018,
