,02-15
1881,-3.5
1882,
1883,
1884,-0.3
1885,1.7
1886,-5.1
1887,-4.9
1888,-2.9
1889,-6.3
1890,-1.1
1891,-1.7
1892,-12.8
1893,-17.9
1894,-7.4
1895,-9.4
1896,-11.6
1897,-10.6
1898,-3.8
1899,2.0
1900,-14.5
1901,-11.6
1902,-6.1
1903,
1904,1.5
1905,-4.6
1906,-2.0
1907,-8.8
1908,-9.4
1909,-0.4
1910,-8.5
1911,-4.9
1912,-4.0
1913,-7.0
1914,2.4
1915,1.9
1916,-5.2
1917,-5.0
1918,-9.0
1919,-0.5
1920,-6.5
1921,-10.1
1922,-4.1
1923,-14.7
1924,-3.1
1925,2.7
1926,-8.1
1927,-2.2
1928,-10.3
1929,-13.5
1930,2.5
1931,-10.7
1932,-10.6
1933,-4.5
1934,-0.8
1935,1.4
1936,-11.2
1937,-3.6
1938,-0.7
1939,-0.8
1940,-17.0
1941,-5.3
1942,-0.6
1943,-2.1
1944,-3.1
1945,-3.3
1946,1.2
1947,-11.1
1948,-7.4
1949,1.9
1950,2.4
1951,-13.9
1952,-6.1
1953,-6.1
1954,-14.2
1955,-7.2
1956,-2.4
1957,1.8
1958,0.6
1959,-1.4
1960,-9.2
1961,3.7
1962,-6.4
1963,-4.8
1964,-5.6
1965,0.9
1966,-8.9
1967,-8.7
1968,-2.6
1969,-6.0
1970,-5.8
1971,-5.3
1972,1.9
1973,3.2
1974,1.6
1975,-11.4
1976,-6.9
1977,-8.7
1978,-15.5
1979,-18.9
1980,0.8
1981,-5.0
1982,0.7
1983,-2.3
1984,-2.5
1985,-12.1
1986,-5.2
1987,2.3
1988,1.1
1989,1.1
1990,2.4
1991,-2.5
1992,1.9
1993,-1.0
1994,-5.2
1995,4.7
1996,-7.2
1997,-9.6
1998,-10.0
1999,-0.1
2000,1.2
2001,3.7
2002,0.6
2003,-10.8
2004,-0.6
2005,-2.8
2006,-5.0
2007,-6.6
2008,-3.3
2009,-4.5
2010,-10.4
2011,-12.6
2012,-7.8
2013,-1.7
2014,
2015,
2016,0.2
2017,0.4
2018,
2019,
