,DATE,TMAX
123,1881-05-04,21.1
488,1882-05-04,
853,1883-05-04,
1219,1884-05-04,11.7
1584,1885-05-04,5.0
1949,1886-05-04,6.1
2314,1887-05-04,16.2
2680,1888-05-04,20.1
3045,1889-05-04,18.8
3410,1890-05-04,16.4
3775,1891-05-04,9.3
4141,1892-05-04,11.5
4506,1893-05-04,5.3
4871,1894-05-04,19.9
5236,1895-05-04,10.8
5602,1896-05-04,12.6
5967,1897-05-04,17.5
6332,1898-05-04,19.2
6697,1899-05-04,5.1
7062,1900-05-04,11.3
7427,1901-05-04,8.8
7792,1902-05-04,11.5
8157,1903-05-04,10.0
8523,1904-05-04,9.1
8888,1905-05-04,15.1
9253,1906-05-04,26.0
9618,1907-05-04,12.7
9984,1908-05-04,2.2
10349,1909-05-04,10.6
10714,1910-05-04,17.6
11079,1911-05-04,11.4
11445,1912-05-04,5.9
11810,1913-05-04,3.7
12175,1914-05-04,9.4
12540,1915-05-04,5.1
12906,1916-05-04,12.1
13271,1917-05-04,8.2
13636,1918-05-04,-0.5
14001,1919-05-04,15.0
14367,1920-05-04,16.3
14732,1921-05-04,10.3
15097,1922-05-04,13.4
15462,1923-05-04,2.4
15828,1924-05-04,12.3
16193,1925-05-04,20.1
16558,1926-05-04,1.4
16923,1927-05-04,14.1
17289,1928-05-04,9.3
17654,1929-05-04,7.6
18019,1930-05-04,7.2
18384,1931-05-04,15.7
18750,1932-05-04,8.6
19115,1933-05-04,7.1
19480,1934-05-04,17.3
19845,1935-05-04,7.4
20211,1936-05-04,10.0
20576,1937-05-04,14.7
20941,1938-05-04,4.1
21306,1939-05-04,5.6
21672,1940-05-04,18.8
22037,1941-05-04,12.9
22402,1942-05-04,4.4
22767,1943-05-04,13.5
23133,1944-05-04,11.7
23498,1945-05-04,16.0
23863,1946-05-04,10.2
24228,1947-05-04,10.6
24594,1948-05-04,23.8
24959,1949-05-04,8.7
25324,1950-05-04,20.8
25689,1951-05-04,13.3
26055,1952-05-04,9.4
26420,1953-05-04,11.9
26785,1954-05-04,10.1
27150,1955-05-04,7.8
27516,1956-05-04,13.7
27881,1957-05-04,14.2
28246,1958-05-04,8.4
28611,1959-05-04,20.8
28977,1960-05-04,11.3
29342,1961-05-04,18.7
29707,1962-05-04,10.3
30072,1963-05-04,14.3
30438,1964-05-04,13.2
30803,1965-05-04,8.1
31168,1966-05-04,14.5
31533,1967-05-04,7.9
31899,1968-05-04,10.5
32264,1969-05-04,8.6
32629,1970-05-04,18.0
32994,1971-05-04,8.7
33360,1972-05-04,18.2
33725,1973-05-04,10.7
34090,1974-05-04,9.0
34455,1975-05-04,15.0
34821,1976-05-04,16.1
35186,1977-05-04,16.8
35551,1978-05-04,13.7
35916,1979-05-04,9.1
36282,1980-05-04,11.9
36647,1981-05-04,6.0
37012,1982-05-04,11.3
37377,1983-05-04,13.0
37743,1984-05-04,23.1
38108,1985-05-04,20.6
38473,1986-05-04,11.3
38838,1987-05-04,23.7
39204,1988-05-04,21.0
39569,1989-05-04,14.1
39934,1990-05-04,16.1
40299,1991-05-04,15.3
40665,1992-05-04,10.5
41030,1993-05-04,19.2
41395,1994-05-04,10.5
41760,1995-05-04,6.4
42126,1996-05-04,24.8
42491,1997-05-04,6.3
42856,1998-05-04,16.3
43221,1999-05-04,6.3
43587,2000-05-04,11.4
43952,2001-05-04,23.0
44317,2002-05-04,23.1
44682,2003-05-04,8.6
45048,2004-05-04,22.6
45413,2005-05-04,9.8
45778,2006-05-04,21.0
46143,2007-05-04,7.1
46509,2008-05-04,22.8
46874,2009-05-04,22.1
47239,2010-05-04,7.7
47604,2011-05-04,7.2
47970,2012-05-04,12.6
48335,2013-05-04,18.4
48700,2014-05-04,
49044,2015-05-04,
49410,2016-05-04,
49775,2017-05-04,
50140,2018-05-04,14.2
