,09-20
1881,7.4
1882,
1883,12.8
1884,10.1
1885,12.7
1886,9.5
1887,13.2
1888,12.3
1889,10.4
1890,14.6
1891,11.5
1892,15.0
1893,17.9
1894,6.9
1895,12.6
1896,13.9
1897,14.4
1898,13.9
1899,15.8
1900,16.7
1901,18.3
1902,7.2
1903,17.1
1904,13.5
1905,8.2
1906,14.7
1907,12.5
1908,13.1
1909,19.8
1910,14.0
1911,12.6
1912,10.5
1913,16.0
1914,13.6
1915,6.4
1916,12.5
1917,13.5
1918,13.8
1919,14.8
1920,15.7
1921,12.7
1922,10.4
1923,15.7
1924,15.0
1925,7.1
1926,17.1
1927,12.4
1928,15.7
1929,17.3
1930,11.1
1931,11.3
1932,16.4
1933,18.4
1934,22.1
1935,13.3
1936,15.0
1937,23.7
1938,18.3
1939,16.5
1940,16.4
1941,11.5
1942,7.7
1943,18.5
1944,19.4
1945,10.4
1946,13.2
1947,14.6
1948,12.3
1949,18.1
1950,17.3
1951,15.1
1952,11.3
1953,14.0
1954,14.6
1955,17.7
1956,13.2
1957,12.7
1958,16.5
1959,10.4
1960,16.4
1961,11.7
1962,14.5
1963,12.0
1964,14.6
1965,15.0
1966,13.9
1967,13.9
1968,12.2
1969,11.4
1970,15.2
1971,14.9
1972,10.3
1973,14.9
1974,14.6
1975,14.5
1976,13.2
1977,9.7
1978,9.9
1979,14.8
1980,14.9
1981,7.7
1982,16.6
1983,18.4
1984,13.1
1985,15.4
1986,11.5
1987,9.4
1988,13.2
1989,20.6
1990,13.1
1991,12.5
1992,11.5
1993,10.3
1994,13.4
1995,15.0
1996,7.8
1997,12.3
1998,17.8
1999,17.1
2000,14.4
2001,21.6
2002,9.4
2003,14.9
2004,17.7
2005,15.7
2006,17.9
2007,14.1
2008,11.7
2009,18.0
2010,15.0
2011,15.8
2012,18.4
2013,15.2
2014,
2015,19.1
2016,16.1
2017,
2018,
