,01-10
1881,-9.2
1882,
1883,
1884,-10.2
1885,-0.4
1886,-7.3
1887,-4.6
1888,1.5
1889,-5.5
1890,2.6
1891,-2.3
1892,-2.7
1893,-14.1
1894,-4.9
1895,-3.5
1896,-4.2
1897,-9.3
1898,-6.1
1899,-5.1
1900,-11.9
1901,-2.4
1902,1.9
1903,
1904,-2.7
1905,2.7
1906,-3.0
1907,
1908,-17.2
1909,-6.0
1910,2.3
1911,1.0
1912,-10.6
1913,-4.7
1914,-11.5
1915,-0.3
1916,-3.4
1917,-8.7
1918,-15.5
1919,-0.2
1920,0.5
1921,2.1
1922,-13.7
1923,1.8
1924,-3.9
1925,-1.6
1926,-22.6
1927,-7.8
1928,0.1
1929,-0.3
1930,2.8
1931,-5.4
1932,-1.2
1933,-3.5
1934,1.5
1935,-5.0
1936,-1.3
1937,-4.3
1938,-8.8
1939,-15.6
1940,-6.8
1941,1.3
1942,-21.1
1943,-11.9
1944,-4.8
1945,-4.1
1946,1.9
1947,-10.0
1948,-4.1
1949,-2.2
1950,-22.5
1951,-8.9
1952,3.4
1953,-4.9
1954,-9.5
1955,-6.0
1956,-5.5
1957,4.6
1958,-13.8
1959,-1.2
1960,-11.6
1961,1.4
1962,2.3
1963,-7.7
1964,2.0
1965,-9.0
1966,-12.5
1967,-15.2
1968,-20.5
1969,-6.9
1970,-7.0
1971,5.5
1972,-5.0
1973,2.3
1974,-11.7
1975,-4.1
1976,-16.0
1977,-5.1
1978,1.3
1979,0.6
1980,-5.5
1981,-0.3
1982,-9.8
1983,2.8
1984,-5.9
1985,-8.2
1986,-5.4
1987,-32.0
1988,1.2
1989,3.4
1990,0.9
1991,3.8
1992,-1.0
1993,2.5
1994,-3.5
1995,-0.7
1996,-5.7
1997,-3.1
1998,-1.7
1999,-9.1
2000,3.2
2001,0.4
2002,0.4
2003,-17.2
2004,-10.1
2005,1.5
2006,0.8
2007,8.7
2008,1.5
2009,-1.4
2010,-6.9
2011,2.9
2012,-0.4
2013,-1.9
2014,
2015,
2016,-14.6
2017,2.0
2018,
2019,-4.2
