,DATE,TMAX
125,1881-05-06,7.6
490,1882-05-06,
855,1883-05-06,
1221,1884-05-06,15.1
1586,1885-05-06,8.2
1951,1886-05-06,10.4
2316,1887-05-06,8.6
2682,1888-05-06,12.2
3047,1889-05-06,13.1
3412,1890-05-06,19.9
3777,1891-05-06,4.7
4143,1892-05-06,10.6
4508,1893-05-06,10.5
4873,1894-05-06,16.3
5238,1895-05-06,12.8
5604,1896-05-06,13.9
5969,1897-05-06,21.9
6334,1898-05-06,16.7
6699,1899-05-06,9.0
7064,1900-05-06,12.4
7429,1901-05-06,0.4
7794,1902-05-06,10.2
8159,1903-05-06,6.5
8525,1904-05-06,4.5
8890,1905-05-06,10.0
9255,1906-05-06,25.4
9620,1907-05-06,9.6
9986,1908-05-06,2.1
10351,1909-05-06,3.1
10716,1910-05-06,22.5
11081,1911-05-06,17.8
11447,1912-05-06,3.9
11812,1913-05-06,6.8
12177,1914-05-06,13.0
12542,1915-05-06,9.9
12908,1916-05-06,23.5
13273,1917-05-06,16.7
13638,1918-05-06,7.9
14003,1919-05-06,11.8
14369,1920-05-06,10.3
14734,1921-05-06,18.2
15099,1922-05-06,11.7
15464,1923-05-06,9.2
15830,1924-05-06,12.7
16195,1925-05-06,15.1
16560,1926-05-06,7.1
16925,1927-05-06,10.8
17291,1928-05-06,15.9
17656,1929-05-06,17.4
18021,1930-05-06,5.4
18386,1931-05-06,13.6
18752,1932-05-06,21.0
19117,1933-05-06,9.1
19482,1934-05-06,27.3
19847,1935-05-06,9.4
20213,1936-05-06,14.6
20578,1937-05-06,13.4
20943,1938-05-06,13.0
21308,1939-05-06,11.8
21674,1940-05-06,19.2
22039,1941-05-06,4.9
22404,1942-05-06,1.8
22769,1943-05-06,18.2
23135,1944-05-06,2.6
23500,1945-05-06,19.0
23865,1946-05-06,9.5
24230,1947-05-06,11.2
24596,1948-05-06,17.4
24961,1949-05-06,24.3
25326,1950-05-06,13.7
25691,1951-05-06,8.8
26057,1952-05-06,13.8
26422,1953-05-06,7.4
26787,1954-05-06,13.8
27152,1955-05-06,11.5
27518,1956-05-06,12.3
27883,1957-05-06,10.6
28248,1958-05-06,5.7
28613,1959-05-06,12.7
28979,1960-05-06,14.2
29344,1961-05-06,17.7
29709,1962-05-06,11.0
30074,1963-05-06,22.1
30440,1964-05-06,16.0
30805,1965-05-06,13.4
31170,1966-05-06,5.8
31535,1967-05-06,13.2
31901,1968-05-06,17.2
32266,1969-05-06,13.6
32631,1970-05-06,16.2
32996,1971-05-06,12.2
33362,1972-05-06,13.5
33727,1973-05-06,13.1
34092,1974-05-06,7.8
34457,1975-05-06,17.6
34823,1976-05-06,7.4
35188,1977-05-06,22.3
35553,1978-05-06,11.6
35918,1979-05-06,12.7
36284,1980-05-06,10.5
36649,1981-05-06,15.4
37014,1982-05-06,22.6
37379,1983-05-06,14.6
37745,1984-05-06,18.8
38110,1985-05-06,15.1
38475,1986-05-06,18.0
38840,1987-05-06,5.3
39206,1988-05-06,14.4
39571,1989-05-06,15.3
39936,1990-05-06,16.3
40301,1991-05-06,9.0
40667,1992-05-06,13.8
41032,1993-05-06,19.2
41397,1994-05-06,16.6
41762,1995-05-06,16.0
42128,1996-05-06,11.9
42493,1997-05-06,8.8
42858,1998-05-06,12.5
43223,1999-05-06,10.0
43589,2000-05-06,11.5
43954,2001-05-06,20.2
44319,2002-05-06,19.4
44684,2003-05-06,20.3
45050,2004-05-06,26.4
45415,2005-05-06,9.2
45780,2006-05-06,21.6
46145,2007-05-06,12.0
46511,2008-05-06,9.7
46876,2009-05-06,14.5
47241,2010-05-06,11.7
47606,2011-05-06,8.3
47972,2012-05-06,13.6
48337,2013-05-06,11.9
48702,2014-05-06,
49046,2015-05-06,
49412,2016-05-06,
49777,2017-05-06,11.5
50142,2018-05-06,16.9
