,DATE,TMAX
65,1881-03-07,-7.8
430,1882-03-07,
795,1883-03-07,
1161,1884-03-07,0.4
1526,1885-03-07,-0.6
1891,1886-03-07,-2.0
2256,1887-03-07,2.5
2622,1888-03-07,-12.1
2987,1889-03-07,-7.0
3352,1890-03-07,-3.3
3717,1891-03-07,-3.9
4083,1892-03-07,-3.4
4448,1893-03-07,-8.5
4813,1894-03-07,-6.4
5178,1895-03-07,-3.2
5544,1896-03-07,1.4
5909,1897-03-07,0.4
6274,1898-03-07,-4.9
6639,1899-03-07,-11.9
7004,1900-03-07,-14.3
7369,1901-03-07,-4.6
7734,1902-03-07,0.1
8099,1903-03-07,
8465,1904-03-07,-4.1
8830,1905-03-07,-3.5
9195,1906-03-07,2.1
9560,1907-03-07,2.4
9926,1908-03-07,-0.4
10291,1909-03-07,0.1
10656,1910-03-07,-1.7
11021,1911-03-07,-0.9
11387,1912-03-07,2.4
11752,1913-03-07,4.4
12117,1914-03-07,0.9
12482,1915-03-07,-11.1
12848,1916-03-07,-3.5
13213,1917-03-07,-12.1
13578,1918-03-07,-3.5
13943,1919-03-07,-0.9
14309,1920-03-07,3.8
14674,1921-03-07,-2.7
15039,1922-03-07,2.2
15404,1923-03-07,-7.7
15770,1924-03-07,0.1
16135,1925-03-07,-2.8
16500,1926-03-07,-0.1
16865,1927-03-07,1.6
17231,1928-03-07,-2.6
17596,1929-03-07,-9.6
17961,1930-03-07,2.2
18326,1931-03-07,-4.1
18692,1932-03-07,-1.2
19057,1933-03-07,-8.7
19422,1934-03-07,1.1
19787,1935-03-07,-1.7
20153,1936-03-07,2.3
20518,1937-03-07,-2.9
20883,1938-03-07,2.1
21248,1939-03-07,2.9
21614,1940-03-07,-3.1
21979,1941-03-07,1.9
22344,1942-03-07,-5.4
22709,1943-03-07,-3.5
23075,1944-03-07,2.5
23440,1945-03-07,-5.6
23805,1946-03-07,1.5
24170,1947-03-07,-14.0
24536,1948-03-07,2.2
24901,1949-03-07,-1.4
25266,1950-03-07,2.9
25631,1951-03-07,-0.4
25997,1952-03-07,-3.0
26362,1953-03-07,0.5
26727,1954-03-07,1.7
27092,1955-03-07,-5.5
27458,1956-03-07,-8.2
27823,1957-03-07,-3.0
28188,1958-03-07,-7.9
28553,1959-03-07,1.2
28919,1960-03-07,-2.7
29284,1961-03-07,4.7
29649,1962-03-07,-5.0
30014,1963-03-07,1.4
30380,1964-03-07,-2.4
30745,1965-03-07,-6.7
31110,1966-03-07,1.1
31475,1967-03-07,4.0
31841,1968-03-07,-0.1
32206,1969-03-07,1.3
32571,1970-03-07,4.7
32936,1971-03-07,-3.9
33302,1972-03-07,0.7
33667,1973-03-07,1.0
34032,1974-03-07,-0.2
34397,1975-03-07,3.3
34763,1976-03-07,0.2
35128,1977-03-07,-0.3
35493,1978-03-07,2.4
35858,1979-03-07,6.5
36224,1980-03-07,4.1
36589,1981-03-07,-9.3
36954,1982-03-07,-0.9
37319,1983-03-07,-4.8
37685,1984-03-07,2.6
38050,1985-03-07,-3.3
38415,1986-03-07,3.2
38780,1987-03-07,-2.2
39146,1988-03-07,1.5
39511,1989-03-07,4.2
39876,1990-03-07,0.1
40241,1991-03-07,1.6
40607,1992-03-07,2.4
40972,1993-03-07,-1.8
41337,1994-03-07,-0.1
41702,1995-03-07,4.6
42068,1996-03-07,-5.2
42433,1997-03-07,6.3
42798,1998-03-07,-3.1
43163,1999-03-07,2.4
43529,2000-03-07,2.0
43894,2001-03-07,0.2
44259,2002-03-07,2.5
44624,2003-03-07,3.7
44990,2004-03-07,-1.0
45355,2005-03-07,-3.1
45720,2006-03-07,-3.8
46085,2007-03-07,2.9
46451,2008-03-07,2.1
46816,2009-03-07,2.8
47181,2010-03-07,-4.2
47546,2011-03-07,-1.6
47912,2012-03-07,-3.8
48277,2013-03-07,1.2
48642,2014-03-07,
49007,2015-03-07,
49352,2016-03-07,
49717,2017-03-07,
50082,2018-03-07,-4.2
50440,2019-03-07,
