,01-21
1881,-16.7
1882,
1883,
1884,2.5
1885,-1.4
1886,-4.9
1887,1.4
1888,-7.4
1889,-4.9
1890,-11.4
1891,-7.9
1892,-10.0
1893,-10.3
1894,0.8
1895,-1.0
1896,-5.2
1897,-10.3
1898,0.9
1899,-2.5
1900,-2.6
1901,0.7
1902,-0.3
1903,
1904,1.0
1905,-9.3
1906,-6.6
1907,
1908,0.5
1909,-0.9
1910,-5.6
1911,0.8
1912,-7.0
1913,-7.0
1914,-1.4
1915,
1916,2.5
1917,-5.8
1918,2.2
1919,-6.4
1920,-5.9
1921,0.4
1922,-10.7
1923,-5.1
1924,-8.1
1925,1.9
1926,-9.6
1927,-11.4
1928,-7.4
1929,-10.7
1930,3.2
1931,-6.8
1932,3.8
1933,-23.0
1934,1.2
1935,0.7
1936,-1.0
1937,-11.7
1938,-3.8
1939,-4.5
1940,-14.4
1941,-17.4
1942,-21.8
1943,-14.6
1944,0.0
1945,-6.5
1946,-7.0
1947,-2.9
1948,-1.1
1949,0.4
1950,-3.1
1951,-6.9
1952,-3.5
1953,1.2
1954,-4.2
1955,-3.2
1956,0.5
1957,4.6
1958,-1.5
1959,1.4
1960,-6.8
1961,-7.3
1962,0.2
1963,-8.7
1964,2.3
1965,-1.4
1966,-14.7
1967,-7.6
1968,-4.8
1969,-15.8
1970,-10.4
1971,2.0
1972,-5.8
1973,-12.7
1974,-9.6
1975,1.2
1976,2.0
1977,-16.9
1978,-8.1
1979,-5.9
1980,-4.0
1981,-3.3
1982,-1.8
1983,-1.9
1984,-2.9
1985,-23.5
1986,-11.6
1987,-4.0
1988,-1.7
1989,1.5
1990,1.3
1991,0.6
1992,-0.5
1993,2.3
1994,1.6
1995,-6.9
1996,-1.6
1997,-0.1
1998,1.8
1999,4.5
2000,-10.9
2001,-1.8
2002,0.7
2003,1.5
2004,-7.5
2005,0.9
2006,-19.4
2007,-4.5
2008,2.5
2009,-1.7
2010,-14.3
2011,-0.3
2012,-4.4
2013,-4.9
2014,
2015,-8.4
2016,
2017,-1.9
2018,
2019,
