,03-15
1881,-4.7
1882,
1883,
1884,-0.2
1885,1.1
1886,-1.7
1887,-5.5
1888,-11.2
1889,-12.6
1890,3.6
1891,2.3
1892,-0.4
1893,2.4
1894,3.1
1895,-2.0
1896,-3.4
1897,-4.1
1898,-4.0
1899,2.9
1900,-0.5
1901,1.9
1902,-2.4
1903,
1904,2.1
1905,2.9
1906,-0.2
1907,-1.1
1908,-4.5
1909,-3.2
1910,1.7
1911,-0.7
1912,2.6
1913,3.0
1914,1.7
1915,1.2
1916,0.6
1917,-8.5
1918,1.4
1919,-4.4
1920,1.7
1921,2.8
1922,-3.7
1923,-2.1
1924,1.2
1925,-2.5
1926,-3.1
1927,5.8
1928,-2.5
1929,-2.7
1930,-2.9
1931,-5.4
1932,-0.8
1933,1.9
1934,3.1
1935,2.6
1936,3.5
1937,2.5
1938,3.9
1939,-0.9
1940,-8.8
1941,-2.8
1942,-11.5
1943,3.9
1944,4.8
1945,0.1
1946,-4.3
1947,-6.9
1948,-3.6
1949,3.8
1950,-6.1
1951,-5.1
1952,-6.5
1953,6.1
1954,0.5
1955,0.3
1956,1.5
1957,-8.0
1958,2.2
1959,4.7
1960,-2.2
1961,1.1
1962,-7.7
1963,-6.6
1964,-0.5
1965,5.7
1966,-8.1
1967,2.5
1968,0.4
1969,-6.1
1970,-1.5
1971,-0.7
1972,2.5
1973,2.0
1974,2.4
1975,8.3
1976,-1.9
1977,4.5
1978,-2.1
1979,-0.7
1980,1.2
1981,-5.1
1982,3.8
1983,3.9
1984,-0.1
1985,5.0
1986,3.2
1987,0.3
1988,-0.3
1989,6.0
1990,2.7
1991,-0.6
1992,2.3
1993,3.3
1994,2.1
1995,3.8
1996,4.8
1997,1.3
1998,-7.5
1999,2.0
2000,3.2
2001,3.7
2002,0.9
2003,6.6
2004,5.3
2005,-5.7
2006,1.8
2007,6.3
2008,2.9
2009,3.1
2010,-5.6
2011,1.6
2012,0.6
2013,-3.2
2014,
2015,11.6
2016,
2017,
2018,-4.6
2019,4.3
