,07-25
1881,21.5
1882,
1883,
1884,23.3
1885,22.2
1886,26.4
1887,22.4
1888,20.3
1889,21.8
1890,18.8
1891,28.8
1892,20.9
1893,21.2
1894,19.8
1895,23.7
1896,22.9
1897,19.9
1898,17.7
1899,23.0
1900,19.5
1901,27.7
1902,18.4
1903,16.0
1904,22.9
1905,19.5
1906,25.8
1907,18.2
1908,23.5
1909,17.2
1910,21.7
1911,22.3
1912,22.6
1913,24.5
1914,30.0
1915,29.5
1916,21.1
1917,14.5
1918,20.3
1919,24.8
1920,25.2
1921,17.3
1922,23.9
1923,18.4
1924,23.1
1925,28.1
1926,21.1
1927,20.0
1928,17.6
1929,19.2
1930,25.0
1931,21.7
1932,30.4
1933,22.2
1934,23.2
1935,23.5
1936,30.9
1937,25.2
1938,32.3
1939,19.5
1940,21.7
1941,29.2
1942,19.2
1943,19.2
1944,18.2
1945,21.1
1946,23.4
1947,21.3
1948,20.5
1949,24.4
1950,27.7
1951,20.3
1952,16.5
1953,27.4
1954,19.6
1955,15.5
1956,15.0
1957,24.8
1958,21.8
1959,29.4
1960,27.5
1961,19.5
1962,20.2
1963,31.8
1964,28.2
1965,18.7
1966,26.0
1967,24.1
1968,16.4
1969,27.5
1970,21.6
1971,25.8
1972,27.7
1973,24.7
1974,23.4
1975,26.7
1976,26.7
1977,18.6
1978,20.2
1979,18.0
1980,25.2
1981,25.9
1982,20.2
1983,28.5
1984,18.4
1985,21.1
1986,26.6
1987,20.4
1988,26.0
1989,23.4
1990,18.7
1991,18.0
1992,23.3
1993,20.4
1994,24.8
1995,20.4
1996,20.7
1997,25.3
1998,26.2
1999,23.2
2000,23.2
2001,27.8
2002,20.7
2003,27.2
2004,25.3
2005,22.7
2006,25.1
2007,23.4
2008,24.5
2009,24.6
2010,32.1
2011,25.3
2012,22.3
2013,17.6
2014,
2015,22.0
2016,
2017,
2018,27.4
