,09-13
1881,17.7
1882,
1883,20.2
1884,17.3
1885,13.3
1886,18.6
1887,16.9
1888,13.1
1889,9.1
1890,16.0
1891,12.4
1892,16.5
1893,9.6
1894,11.2
1895,16.4
1896,15.4
1897,14.5
1898,17.0
1899,12.0
1900,9.8
1901,15.8
1902,15.5
1903,15.1
1904,13.7
1905,15.2
1906,15.5
1907,17.0
1908,13.7
1909,15.3
1910,20.6
1911,12.8
1912,7.7
1913,18.7
1914,19.9
1915,17.0
1916,12.5
1917,14.0
1918,15.1
1919,14.9
1920,14.3
1921,16.6
1922,20.9
1923,15.1
1924,16.9
1925,10.6
1926,18.5
1927,13.2
1928,18.6
1929,14.3
1930,10.9
1931,8.6
1932,16.5
1933,12.5
1934,19.5
1935,10.8
1936,19.0
1937,13.4
1938,14.7
1939,13.4
1940,20.2
1941,12.1
1942,13.1
1943,15.1
1944,11.2
1945,15.2
1946,16.0
1947,14.5
1948,22.2
1949,21.5
1950,15.5
1951,17.8
1952,11.8
1953,12.8
1954,17.4
1955,20.9
1956,14.3
1957,18.1
1958,14.5
1959,14.7
1960,15.2
1961,13.7
1962,13.7
1963,16.5
1964,11.4
1965,14.3
1966,13.2
1967,17.9
1968,13.8
1969,22.5
1970,15.9
1971,11.8
1972,17.7
1973,10.3
1974,13.5
1975,19.5
1976,15.7
1977,11.0
1978,14.2
1979,15.0
1980,17.0
1981,10.3
1982,15.1
1983,19.3
1984,13.2
1985,15.7
1986,12.7
1987,12.5
1988,12.9
1989,13.6
1990,7.8
1991,13.0
1992,17.6
1993,8.6
1994,15.9
1995,12.6
1996,12.9
1997,18.0
1998,23.7
1999,11.2
2000,12.9
2001,17.9
2002,20.2
2003,16.9
2004,16.6
2005,14.3
2006,18.4
2007,13.1
2008,12.3
2009,17.7
2010,15.7
2011,17.1
2012,21.7
2013,20.0
2014,
2015,20.0
2016,
2017,
2018,17.1
