,DATE,TMAX
293,1881-10-21,3.8
658,1882-10-21,
1023,1883-10-21,6.1
1389,1884-10-21,3.6
1754,1885-10-21,-0.1
2119,1886-10-21,1.7
2484,1887-10-21,7.0
2850,1888-10-21,3.9
3215,1889-10-21,7.2
3580,1890-10-21,0.4
3945,1891-10-21,2.7
4311,1892-10-21,4.8
4676,1893-10-21,3.3
5041,1894-10-21,-0.2
5406,1895-10-21,4.1
5772,1896-10-21,13.4
6137,1897-10-21,7.0
6502,1898-10-21,0.6
6867,1899-10-21,8.4
7232,1900-10-21,5.0
7597,1901-10-21,9.3
7962,1902-10-21,0.4
8327,1903-10-21,
8693,1904-10-21,5.0
9058,1905-10-21,3.7
9423,1906-10-21,9.6
9788,1907-10-21,10.0
10154,1908-10-21,2.2
10519,1909-10-21,13.1
10884,1910-10-21,5.8
11249,1911-10-21,6.2
11615,1912-10-21,0.4
11980,1913-10-21,6.2
12345,1914-10-21,2.0
12710,1915-10-21,2.1
13076,1916-10-21,2.3
13441,1917-10-21,12.0
13806,1918-10-21,5.1
14171,1919-10-21,8.4
14537,1920-10-21,6.8
14902,1921-10-21,9.9
15267,1922-10-21,6.4
15632,1923-10-21,9.5
15998,1924-10-21,6.5
16363,1925-10-21,2.3
16728,1926-10-21,2.3
17093,1927-10-21,4.9
17459,1928-10-21,6.9
17824,1929-10-21,9.2
18189,1930-10-21,9.4
18554,1931-10-21,6.7
18920,1932-10-21,6.8
19285,1933-10-21,2.4
19650,1934-10-21,9.9
20015,1935-10-21,9.7
20381,1936-10-21,2.6
20746,1937-10-21,9.5
21111,1938-10-21,8.4
21476,1939-10-21,3.7
21842,1940-10-21,3.9
22207,1941-10-21,2.7
22572,1942-10-21,3.9
22937,1943-10-21,11.4
23303,1944-10-21,14.2
23668,1945-10-21,0.2
24033,1946-10-21,7.3
24398,1947-10-21,8.7
24764,1948-10-21,9.5
25129,1949-10-21,11.1
25494,1950-10-21,5.4
25859,1951-10-21,8.8
26225,1952-10-21,5.0
26590,1953-10-21,9.7
26955,1954-10-21,5.9
27320,1955-10-21,9.1
27686,1956-10-21,7.7
28051,1957-10-21,7.4
28416,1958-10-21,4.5
28781,1959-10-21,7.6
29147,1960-10-21,2.0
29512,1961-10-21,8.4
29877,1962-10-21,8.7
30242,1963-10-21,7.1
30608,1964-10-21,9.4
30973,1965-10-21,8.1
31338,1966-10-21,8.2
31703,1967-10-21,6.3
32069,1968-10-21,6.8
32434,1969-10-21,8.9
32799,1970-10-21,9.9
33164,1971-10-21,9.8
33530,1972-10-21,3.3
33895,1973-10-21,1.4
34260,1974-10-21,8.8
34625,1975-10-21,6.3
34991,1976-10-21,3.4
35356,1977-10-21,4.0
35721,1978-10-21,8.7
36086,1979-10-21,10.4
36452,1980-10-21,7.4
36817,1981-10-21,10.6
37182,1982-10-21,1.3
37547,1983-10-21,7.1
37913,1984-10-21,12.2
38278,1985-10-21,9.3
38643,1986-10-21,11.5
39008,1987-10-21,2.3
39374,1988-10-21,8.3
39739,1989-10-21,10.5
40104,1990-10-21,3.0
40469,1991-10-21,7.5
40835,1992-10-21,5.3
41200,1993-10-21,6.8
41565,1994-10-21,5.2
41930,1995-10-21,4.5
42296,1996-10-21,7.4
42661,1997-10-21,4.0
43026,1998-10-21,6.1
43391,1999-10-21,4.6
43757,2000-10-21,9.2
44122,2001-10-21,5.3
44487,2002-10-21,1.3
44852,2003-10-21,2.7
45218,2004-10-21,5.4
45583,2005-10-21,8.6
45948,2006-10-21,2.7
46313,2007-10-21,7.7
46679,2008-10-21,13.1
47044,2009-10-21,9.7
47409,2010-10-21,6.0
47774,2011-10-21,8.4
48140,2012-10-21,7.4
48505,2013-10-21,4.8
48870,2014-10-21,
49214,2015-10-21,
49580,2016-10-21,2.7
49945,2017-10-21,5.5
50309,2018-10-21,12.0
