,DATE,TMAX
95,1881-04-06,2.0
460,1882-04-06,
825,1883-04-06,
1191,1884-04-06,1.2
1556,1885-04-06,6.1
1921,1886-04-06,6.5
2286,1887-04-06,4.0
2652,1888-04-06,1.4
3017,1889-04-06,6.2
3382,1890-04-06,5.9
3747,1891-04-06,3.0
4113,1892-04-06,3.4
4478,1893-04-06,1.4
4843,1894-04-06,9.7
5208,1895-04-06,0.8
5574,1896-04-06,3.4
5939,1897-04-06,6.8
6304,1898-04-06,3.4
6669,1899-04-06,6.0
7034,1900-04-06,6.7
7399,1901-04-06,2.1
7764,1902-04-06,-2.4
8129,1903-04-06,
8495,1904-04-06,5.2
8860,1905-04-06,1.7
9225,1906-04-06,-0.4
9590,1907-04-06,8.3
9956,1908-04-06,7.8
10321,1909-04-06,5.7
10686,1910-04-06,6.9
11051,1911-04-06,-2.2
11417,1912-04-06,4.4
11782,1913-04-06,7.0
12147,1914-04-06,3.8
12512,1915-04-06,1.4
12878,1916-04-06,7.7
13243,1917-04-06,2.9
13608,1918-04-06,2.9
13973,1919-04-06,0.0
14339,1920-04-06,11.0
14704,1921-04-06,7.6
15069,1922-04-06,3.4
15434,1923-04-06,1.8
15800,1924-04-06,4.4
16165,1925-04-06,6.5
16530,1926-04-06,3.0
16895,1927-04-06,7.7
17261,1928-04-06,4.8
17626,1929-04-06,-0.1
17991,1930-04-06,10.6
18356,1931-04-06,5.2
18722,1932-04-06,3.7
19087,1933-04-06,4.3
19452,1934-04-06,3.3
19817,1935-04-06,6.2
20183,1936-04-06,-0.4
20548,1937-04-06,9.9
20913,1938-04-06,3.8
21278,1939-04-06,2.6
21644,1940-04-06,2.6
22009,1941-04-06,2.6
22374,1942-04-06,2.3
22739,1943-04-06,13.0
23105,1944-04-06,1.3
23470,1945-04-06,5.3
23835,1946-04-06,8.4
24200,1947-04-06,6.1
24566,1948-04-06,6.8
24931,1949-04-06,7.8
25296,1950-04-06,4.4
25661,1951-04-06,9.4
26027,1952-04-06,9.6
26392,1953-04-06,7.7
26757,1954-04-06,5.5
27122,1955-04-06,0.1
27488,1956-04-06,1.8
27853,1957-04-06,7.2
28218,1958-04-06,4.4
28583,1959-04-06,9.9
28949,1960-04-06,7.5
29314,1961-04-06,2.4
29679,1962-04-06,13.6
30044,1963-04-06,1.0
30410,1964-04-06,3.7
30775,1965-04-06,5.7
31140,1966-04-06,8.5
31505,1967-04-06,7.4
31871,1968-04-06,3.8
32236,1969-04-06,2.7
32601,1970-04-06,5.4
32966,1971-04-06,4.5
33332,1972-04-06,6.0
33697,1973-04-06,6.1
34062,1974-04-06,7.3
34427,1975-04-06,11.3
34793,1976-04-06,4.6
35158,1977-04-06,4.5
35523,1978-04-06,2.2
35888,1979-04-06,4.1
36254,1980-04-06,4.7
36619,1981-04-06,4.9
36984,1982-04-06,5.5
37349,1983-04-06,17.3
37715,1984-04-06,12.4
38080,1985-04-06,2.0
38445,1986-04-06,7.6
38810,1987-04-06,8.7
39176,1988-04-06,6.5
39541,1989-04-06,6.4
39906,1990-04-06,9.4
40271,1991-04-06,14.2
40637,1992-04-06,5.9
41002,1993-04-06,6.8
41367,1994-04-06,11.0
41732,1995-04-06,5.5
42098,1996-04-06,10.9
42463,1997-04-06,1.7
42828,1998-04-06,3.2
43193,1999-04-06,5.6
43559,2000-04-06,8.2
43924,2001-04-06,12.6
44289,2002-04-06,4.2
44654,2003-04-06,0.6
45020,2004-04-06,10.2
45385,2005-04-06,13.3
45750,2006-04-06,5.1
46115,2007-04-06,5.5
46481,2008-04-06,13.7
46846,2009-04-06,2.3
47211,2010-04-06,13.7
47576,2011-04-06,6.1
47942,2012-04-06,5.4
48307,2013-04-06,6.0
48672,2014-04-06,
49037,2015-04-06,8.6
49382,2016-04-06,
49747,2017-04-06,
50112,2018-04-06,
50470,2019-04-06,15.0
