,02-20
1881,-6.9
1882,
1883,
1884,-3.4
1885,-8.3
1886,-2.2
1887,-2.7
1888,-12.9
1889,-7.8
1890,-5.4
1891,3.5
1892,-4.6
1893,-11.2
1894,-0.6
1895,-5.3
1896,-6.1
1897,1.5
1898,-4.9
1899,0.4
1900,-1.3
1901,-12.8
1902,-8.3
1903,
1904,1.8
1905,2.5
1906,-2.1
1907,1.2
1908,0.2
1909,-6.7
1910,2.0
1911,-16.0
1912,-18.2
1913,-2.4
1914,-6.0
1915,-1.3
1916,-2.7
1917,-17.5
1918,-9.5
1919,-3.2
1920,-0.4
1921,-13.6
1922,-4.3
1923,-11.1
1924,-5.1
1925,-2.7
1926,-0.1
1927,-11.7
1928,-10.5
1929,-7.7
1930,-0.9
1931,-1.2
1932,-0.3
1933,-9.5
1934,-0.6
1935,3.1
1936,-12.6
1937,-0.7
1938,0.7
1939,1.9
1940,-12.5
1941,-3.3
1942,-4.5
1943,1.7
1944,-7.1
1945,-5.3
1946,-14.1
1947,-8.9
1948,-13.7
1949,1.4
1950,-1.1
1951,-1.4
1952,-6.2
1953,-5.9
1954,-10.2
1955,-6.6
1956,-5.8
1957,2.2
1958,-3.5
1959,1.7
1960,-4.3
1961,2.3
1962,-7.1
1963,-11.6
1964,-14.6
1965,-3.4
1966,-7.3
1967,-2.4
1968,-3.5
1969,-3.5
1970,-8.6
1971,-8.9
1972,-0.5
1973,1.5
1974,-2.0
1975,-1.5
1976,0.5
1977,-1.7
1978,-5.2
1979,-3.1
1980,-0.9
1981,-6.9
1982,-4.4
1983,0.0
1984,-4.0
1985,-10.9
1986,-9.6
1987,-3.3
1988,-12.2
1989,1.0
1990,3.7
1991,-1.1
1992,-6.3
1993,1.5
1994,-5.6
1995,3.3
1996,-10.2
1997,-3.2
1998,3.0
1999,-4.2
2000,-1.5
2001,0.0
2002,1.0
2003,2.3
2004,-4.1
2005,-3.3
2006,0.8
2007,-13.9
2008,0.0
2009,-3.9
2010,-17.6
2011,-16.0
2012,0.0
2013,-2.5
2014,
2015,
2016,0.4
2017,
2018,-5.6
2019,
