,09-28
1881,9.4
1882,
1883,8.1
1884,10.3
1885,9.0
1886,11.5
1887,10.8
1888,8.7
1889,13.5
1890,12.9
1891,15.0
1892,12.4
1893,9.2
1894,10.1
1895,12.9
1896,19.2
1897,10.9
1898,8.8
1899,15.7
1900,15.4
1901,15.1
1902,10.3
1903,11.1
1904,17.6
1905,8.5
1906,10.7
1907,7.5
1908,13.9
1909,9.5
1910,9.2
1911,13.8
1912,6.9
1913,13.1
1914,9.3
1915,8.2
1916,8.4
1917,14.7
1918,11.7
1919,13.3
1920,16.5
1921,8.1
1922,9.9
1923,19.9
1924,11.8
1925,11.9
1926,9.1
1927,14.7
1928,8.1
1929,13.9
1930,10.7
1931,7.8
1932,15.3
1933,14.5
1934,13.9
1935,7.5
1936,9.9
1937,11.9
1938,15.3
1939,5.0
1940,8.8
1941,11.3
1942,11.4
1943,13.4
1944,11.8
1945,6.2
1946,12.2
1947,21.7
1948,14.8
1949,16.6
1950,11.6
1951,13.4
1952,10.7
1953,13.0
1954,11.5
1955,13.2
1956,18.9
1957,8.5
1958,10.7
1959,8.2
1960,9.2
1961,10.9
1962,14.4
1963,13.1
1964,12.2
1965,18.7
1966,6.1
1967,10.5
1968,11.2
1969,9.7
1970,6.1
1971,9.9
1972,9.0
1973,9.1
1974,17.3
1975,15.6
1976,8.3
1977,9.5
1978,7.9
1979,14.4
1980,9.0
1981,19.8
1982,10.4
1983,13.4
1984,10.0
1985,7.7
1986,7.0
1987,10.3
1988,13.8
1989,16.7
1990,7.6
1991,18.7
1992,13.6
1993,7.5
1994,12.1
1995,10.6
1996,11.4
1997,9.4
1998,9.7
1999,10.1
2000,12.9
2001,12.0
2002,7.3
2003,13.4
2004,14.0
2005,18.1
2006,20.7
2007,16.8
2008,13.2
2009,14.9
2010,9.4
2011,13.9
2012,16.5
2013,11.7
2014,
2015,12.3
2016,
2017,12.8
2018,11.0
