,04-25
1881,7.3
1882,
1883,
1884,8.1
1885,8.5
1886,15.1
1887,13.5
1888,8.8
1889,10.0
1890,10.5
1891,6.3
1892,10.2
1893,0.9
1894,13.6
1895,10.3
1896,8.9
1897,13.8
1898,10.4
1899,3.8
1900,7.8
1901,6.2
1902,3.4
1903,
1904,13.5
1905,7.3
1906,10.2
1907,9.8
1908,10.4
1909,5.5
1910,12.9
1911,6.9
1912,4.4
1913,18.4
1914,6.9
1915,10.4
1916,16.1
1917,5.8
1918,15.4
1919,13.1
1920,10.0
1921,22.5
1922,12.8
1923,1.0
1924,-2.1
1925,14.9
1926,4.2
1927,6.4
1928,10.2
1929,6.7
1930,11.4
1931,9.6
1932,8.7
1933,7.9
1934,12.5
1935,8.7
1936,14.7
1937,19.4
1938,9.4
1939,12.8
1940,3.6
1941,4.3
1942,5.9
1943,14.3
1944,3.6
1945,9.0
1946,17.2
1947,16.8
1948,2.2
1949,10.9
1950,20.6
1951,10.1
1952,10.4
1953,19.3
1954,5.3
1955,8.5
1956,12.8
1957,15.5
1958,5.4
1959,9.2
1960,7.7
1961,17.6
1962,11.6
1963,3.2
1964,3.7
1965,11.3
1966,7.0
1967,5.9
1968,7.4
1969,6.9
1970,9.7
1971,2.5
1972,1.3
1973,13.6
1974,4.8
1975,11.4
1976,5.1
1977,15.5
1978,0.0
1979,10.0
1980,22.5
1981,5.3
1982,13.7
1983,18.7
1984,8.6
1985,10.4
1986,14.3
1987,4.4
1988,-0.4
1989,11.2
1990,17.0
1991,9.7
1992,4.9
1993,18.9
1994,16.0
1995,11.4
1996,5.5
1997,8.1
1998,12.1
1999,15.7
2000,25.1
2001,25.2
2002,15.6
2003,3.0
2004,10.4
2005,10.7
2006,16.4
2007,10.4
2008,13.4
2009,13.8
2010,8.1
2011,16.3
2012,12.1
2013,9.0
2014,
2016,
2017,8.5
2018,
