,04-28
1881,7.6
1882,
1883,
1884,11.9
1885,10.6
1886,3.5
1887,22.3
1888,10.7
1889,10.7
1890,21.1
1891,15.2
1892,10.3
1893,4.0
1894,20.7
1895,15.8
1896,10.8
1897,11.6
1898,7.6
1899,4.6
1900,0.2
1901,14.2
1902,-0.8
1903,
1904,18.6
1905,14.1
1906,16.4
1907,10.0
1908,12.8
1909,9.7
1910,13.1
1911,9.9
1912,4.6
1913,12.8
1914,8.4
1915,6.0
1916,15.6
1917,3.9
1918,13.1
1919,13.3
1920,12.2
1921,18.0
1922,17.3
1923,8.4
1924,1.7
1925,8.3
1926,7.7
1927,7.2
1928,20.4
1929,4.0
1930,5.6
1931,18.4
1932,14.1
1933,14.4
1934,14.5
1935,3.5
1936,15.9
1937,6.8
1938,14.2
1939,7.7
1940,2.6
1941,10.1
1942,5.9
1943,7.0
1944,9.7
1945,14.6
1946,21.4
1947,10.2
1948,7.7
1949,11.3
1950,12.6
1951,24.2
1952,21.7
1953,14.5
1954,3.0
1955,10.9
1956,7.5
1957,16.6
1958,8.9
1959,17.8
1960,8.6
1961,7.2
1962,8.5
1963,14.0
1964,10.7
1965,13.5
1966,5.4
1967,14.7
1968,7.0
1969,10.3
1970,15.9
1971,4.9
1972,8.6
1973,11.6
1974,12.5
1975,11.0
1976,1.9
1977,12.7
1978,3.5
1979,9.3
1980,19.2
1981,7.6
1982,13.2
1983,9.0
1984,12.6
1985,6.7
1986,22.9
1987,8.0
1988,6.1
1989,22.1
1990,17.5
1991,10.0
1992,14.8
1993,18.9
1994,19.3
1995,5.3
1996,13.0
1997,13.3
1998,22.0
1999,17.3
2000,11.7
2001,20.8
2002,18.6
2003,5.4
2004,7.5
2005,9.2
2006,16.6
2007,10.2
2008,16.9
2009,21.0
2010,14.7
2011,14.4
2012,15.5
2013,8.1
2014,
2016,
2017,11.1
2018,10.3
