,02-13
1881,-0.3
1882,
1883,
1884,1.6
1885,-5.5
1886,-5.4
1887,-0.2
1888,0.8
1889,-11.0
1890,-4.2
1891,0.8
1892,-2.7
1893,-12.4
1894,-3.9
1895,-15.9
1896,-6.6
1897,-3.9
1898,-4.0
1899,1.9
1900,-7.3
1901,-15.1
1902,-1.5
1903,
1904,-4.0
1905,-6.0
1906,-4.2
1907,-6.8
1908,-8.8
1909,-9.5
1910,-2.1
1911,-19.9
1912,-13.3
1913,-3.4
1914,1.8
1915,0.9
1916,-3.6
1917,-3.5
1918,-2.5
1919,-3.7
1920,-1.1
1921,-8.3
1922,-0.5
1923,-13.6
1924,-7.6
1925,3.4
1926,-2.9
1927,-4.1
1928,-4.6
1929,-10.7
1930,2.1
1931,-8.5
1932,-10.5
1933,-2.3
1934,-9.1
1935,0.7
1936,-8.1
1937,-9.6
1938,-9.3
1939,3.0
1940,-10.0
1941,-4.9
1942,-4.8
1943,2.9
1944,-1.4
1945,0.6
1946,-13.2
1947,-13.3
1948,-7.9
1949,-3.0
1950,-4.2
1951,-0.9
1952,-2.0
1953,-12.2
1954,-9.4
1955,-3.5
1956,-13.8
1957,-5.3
1958,-6.2
1959,-0.8
1960,-13.3
1961,1.0
1962,1.4
1963,-10.3
1964,-11.5
1965,1.7
1966,-16.8
1967,-2.2
1968,-3.9
1969,-10.6
1970,-7.0
1971,-3.8
1972,1.6
1973,-0.4
1974,3.6
1975,-2.1
1976,-10.0
1977,-18.0
1978,-7.7
1979,-18.2
1980,-10.5
1981,-5.5
1982,1.1
1983,-8.8
1984,-1.7
1985,-14.6
1986,-2.2
1987,-1.2
1988,2.9
1989,2.3
1990,3.2
1991,-7.4
1992,2.3
1993,0.4
1994,-11.6
1995,2.2
1996,-8.0
1997,0.2
1998,-7.3
1999,0.0
2000,3.2
2001,2.4
2002,2.0
2003,-1.5
2004,-4.7
2005,-1.3
2006,-6.8
2007,-7.5
2008,1.8
2009,0.0
2010,-6.1
2011,-16.8
2012,-12.6
2013,0.9
2014,
2015,
2016,
2017,
2018,
2019,
