,DATE,TMAX
319,1881-11-16,6.0
684,1882-11-16,
1049,1883-11-16,7.0
1415,1884-11-16,1.0
1780,1885-11-16,-1.6
2145,1886-11-16,4.6
2510,1887-11-16,-4.6
2876,1888-11-16,2.8
3241,1889-11-16,4.0
3606,1890-11-16,2.5
3971,1891-11-16,-4.8
4337,1892-11-16,-1.4
4702,1893-11-16,1.0
5067,1894-11-16,5.0
5432,1895-11-16,5.7
5798,1896-11-16,-1.9
6163,1897-11-16,4.3
6528,1898-11-16,2.3
6893,1899-11-16,1.0
7258,1900-11-16,-1.7
7623,1901-11-16,1.6
7988,1902-11-16,-5.7
8353,1903-11-16,
8719,1904-11-16,-4.3
9084,1905-11-16,-2.5
9449,1906-11-16,1.5
9814,1907-11-16,0.0
10180,1908-11-16,3.4
10545,1909-11-16,-2.2
10910,1910-11-16,2.4
11275,1911-11-16,5.9
11641,1912-11-16,0.9
12006,1913-11-16,1.8
12371,1914-11-16,2.6
12736,1915-11-16,1.7
13102,1916-11-16,-3.3
13467,1917-11-16,3.2
13832,1918-11-16,4.5
14197,1919-11-16,-8.0
14563,1920-11-16,9.3
14928,1921-11-16,-3.6
15293,1922-11-16,2.4
15658,1923-11-16,7.9
16024,1924-11-16,1.0
16389,1925-11-16,1.4
16754,1926-11-16,6.7
17119,1927-11-16,-2.7
17485,1928-11-16,5.4
17850,1929-11-16,1.5
18215,1930-11-16,3.1
18580,1931-11-16,3.4
18946,1932-11-16,3.2
19311,1933-11-16,-5.5
19676,1934-11-16,6.0
20041,1935-11-16,6.5
20407,1936-11-16,0.7
20772,1937-11-16,1.3
21137,1938-11-16,6.7
21502,1939-11-16,6.8
21868,1940-11-16,5.6
22233,1941-11-16,0.4
22598,1942-11-16,4.6
22963,1943-11-16,4.1
23329,1944-11-16,-1.4
23694,1945-11-16,0.5
24059,1946-11-16,-1.8
24424,1947-11-16,-1.4
24790,1948-11-16,2.7
25155,1949-11-16,3.5
25520,1950-11-16,6.8
25885,1951-11-16,-8.4
26251,1952-11-16,-0.3
26616,1953-11-16,-1.0
26981,1954-11-16,1.0
27346,1955-11-16,-1.1
27712,1956-11-16,1.6
28077,1957-11-16,3.5
28442,1958-11-16,5.6
28807,1959-11-16,-1.8
29173,1960-11-16,-3.5
29538,1961-11-16,4.4
29903,1962-11-16,2.2
30268,1963-11-16,5.0
30634,1964-11-16,7.4
30999,1965-11-16,-4.2
31364,1966-11-16,3.1
31729,1967-11-16,6.1
32095,1968-11-16,1.2
32460,1969-11-16,5.6
32825,1970-11-16,4.5
33190,1971-11-16,4.3
33556,1972-11-16,1.7
33921,1973-11-16,-1.1
34286,1974-11-16,7.9
34651,1975-11-16,4.4
35017,1976-11-16,3.1
35382,1977-11-16,6.0
35747,1978-11-16,7.9
36112,1979-11-16,5.0
36478,1980-11-16,1.4
36843,1981-11-16,0.5
37208,1982-11-16,4.9
37573,1983-11-16,1.7
37939,1984-11-16,2.7
38304,1985-11-16,0.2
38669,1986-11-16,1.7
39034,1987-11-16,-1.7
39400,1988-11-16,1.5
39765,1989-11-16,0.6
40130,1990-11-16,1.0
40495,1991-11-16,7.2
40861,1992-11-16,0.0
41226,1993-11-16,-6.8
41591,1994-11-16,5.3
41956,1995-11-16,3.6
42322,1996-11-16,3.9
42687,1997-11-16,4.3
43052,1998-11-16,-6.9
43417,1999-11-16,-1.8
43783,2000-11-16,6.1
44148,2001-11-16,2.2
44513,2002-11-16,0.5
44878,2003-11-16,4.5
45244,2004-11-16,4.0
45609,2005-11-16,7.1
45974,2006-11-16,3.3
46339,2007-11-16,1.3
46705,2008-11-16,8.2
47070,2009-11-16,1.2
47435,2010-11-16,10.8
47800,2011-11-16,5.2
48166,2012-11-16,5.9
48531,2013-11-16,7.3
48896,2014-11-16,
49240,2015-11-16,
49606,2016-11-16,
49971,2017-11-16,
50335,2018-11-16,
