,04-16
1881,6.9
1882,
1883,
1884,-2.4
1885,-0.4
1886,11.2
1887,-1.5
1888,3.9
1889,4.0
1890,7.3
1891,10.0
1892,1.4
1893,4.9
1894,17.4
1895,2.4
1896,6.6
1897,11.9
1898,6.0
1899,5.6
1900,6.7
1901,5.7
1902,4.4
1903,
1904,3.7
1905,4.5
1906,5.5
1907,4.2
1908,7.1
1909,4.4
1910,13.5
1911,8.1
1912,5.3
1913,4.7
1914,2.5
1915,8.1
1916,6.4
1917,9.8
1918,3.9
1919,10.1
1920,21.9
1921,9.7
1922,13.6
1923,2.1
1924,5.1
1925,15.9
1926,1.2
1927,5.6
1928,7.2
1929,-0.1
1930,18.1
1931,6.3
1932,2.1
1933,6.8
1934,12.8
1935,1.7
1936,4.1
1937,10.9
1938,8.4
1939,7.1
1940,10.8
1941,3.5
1942,8.0
1943,10.2
1944,6.6
1945,3.5
1946,2.2
1947,3.8
1948,8.6
1949,9.7
1950,12.8
1951,7.6
1952,7.8
1953,7.3
1954,7.4
1955,4.4
1956,1.4
1957,2.5
1958,11.8
1959,20.2
1960,12.1
1961,6.0
1962,9.2
1963,9.7
1964,5.7
1965,11.5
1966,-1.4
1967,9.7
1968,8.1
1969,7.9
1970,9.3
1971,4.7
1972,12.2
1973,7.3
1974,6.5
1975,4.1
1976,15.5
1977,11.5
1978,7.9
1979,0.5
1980,5.3
1981,0.7
1982,6.7
1983,6.5
1984,19.5
1985,8.1
1986,3.4
1987,8.0
1988,12.1
1989,6.6
1990,16.8
1991,5.6
1992,2.7
1993,6.0
1994,8.9
1995,14.0
1996,8.7
1997,11.3
1998,10.7
1999,19.7
2000,13.9
2001,6.6
2002,3.9
2003,10.6
2004,12.0
2005,13.3
2006,7.8
2007,15.3
2008,5.5
2009,5.3
2010,14.6
2011,10.2
2012,4.8
2013,13.1
2014,
2016,12.8
2017,0.0
2018,
2019,12.6
