,03-16
1881,0.2
1882,
1883,
1884,1.8
1885,-1.5
1886,-5.3
1887,-1.2
1888,-10.2
1889,-9.2
1890,2.6
1891,4.2
1892,0.6
1893,4.1
1894,1.5
1895,-0.9
1896,1.2
1897,0.8
1898,-5.0
1899,-0.6
1900,0.2
1901,0.7
1902,1.7
1903,
1904,1.7
1905,2.3
1906,-1.9
1907,1.2
1908,-2.7
1909,-0.5
1910,2.1
1911,-1.1
1912,0.8
1913,2.4
1914,2.9
1915,-2.7
1916,0.0
1917,-9.8
1918,5.9
1919,-6.3
1920,2.4
1921,2.8
1922,-4.1
1923,2.3
1924,-2.2
1925,-5.3
1926,-1.6
1927,3.3
1928,-0.1
1929,-6.3
1930,-5.0
1931,-7.2
1932,-3.5
1933,2.1
1934,2.3
1935,2.2
1936,3.7
1937,4.9
1938,3.2
1939,-0.9
1940,-9.2
1941,-2.1
1942,-13.8
1943,4.4
1944,4.2
1945,-1.0
1946,-5.0
1947,-5.4
1948,-7.4
1949,1.5
1950,-2.4
1951,-6.5
1952,-6.3
1953,5.8
1954,1.5
1955,2.7
1956,-0.1
1957,-12.6
1958,3.2
1959,3.1
1960,-2.1
1961,1.2
1962,-0.5
1963,-2.3
1964,0.4
1965,4.7
1966,-5.8
1967,3.3
1968,-4.8
1969,-5.3
1970,-1.5
1971,1.8
1972,3.2
1973,2.9
1974,1.8
1975,5.7
1976,-5.8
1977,4.4
1978,-7.4
1979,-6.8
1980,-0.2
1981,-7.2
1982,4.2
1983,5.8
1984,-2.2
1985,3.0
1986,2.4
1987,1.2
1988,-2.1
1989,5.3
1990,5.2
1991,-0.5
1992,5.0
1993,5.9
1994,2.5
1995,2.8
1996,2.6
1997,0.1
1998,2.3
1999,3.6
2000,3.8
2001,2.2
2002,3.5
2003,2.8
2004,4.3
2005,-2.0
2006,5.1
2007,5.0
2008,2.4
2009,4.6
2010,-7.9
2011,1.2
2012,2.8
2013,-2.9
2014,
2015,12.6
2016,
2017,
2018,-6.1
2019,3.2
