,06-29
1881,26.2
1882,
1883,
1884,23.0
1885,22.0
1886,20.4
1887,16.9
1888,18.3
1889,19.6
1890,20.4
1891,22.7
1892,16.5
1893,26.6
1894,23.5
1895,21.9
1896,22.8
1897,17.3
1898,21.3
1899,23.7
1900,25.2
1901,19.2
1902,17.1
1903,21.7
1904,20.3
1905,24.2
1906,23.0
1907,24.0
1908,14.7
1909,19.5
1910,22.1
1911,18.0
1912,20.2
1913,21.0
1914,19.6
1915,19.8
1916,22.1
1917,27.3
1918,22.3
1919,23.3
1920,20.0
1921,16.2
1922,18.8
1923,15.3
1924,16.1
1925,22.9
1926,20.6
1927,25.3
1928,17.0
1929,20.0
1930,16.8
1931,21.5
1932,20.9
1933,19.8
1934,23.8
1935,17.2
1936,19.5
1937,28.4
1938,17.5
1939,19.6
1940,28.0
1941,18.3
1942,21.6
1943,16.1
1944,24.8
1945,21.9
1946,24.8
1947,25.5
1948,21.4
1949,20.7
1950,22.6
1951,18.2
1952,23.7
1953,20.8
1954,19.9
1955,18.3
1956,17.7
1957,15.3
1958,27.6
1959,18.7
1960,23.9
1961,17.3
1962,18.2
1963,21.8
1964,22.0
1965,16.3
1966,24.5
1967,18.5
1968,17.0
1969,25.0
1970,25.5
1971,22.9
1972,29.9
1973,24.9
1974,21.9
1975,14.4
1976,15.8
1977,19.8
1978,22.3
1979,18.8
1980,19.9
1981,27.4
1982,14.3
1983,21.0
1984,16.6
1985,12.6
1986,21.8
1987,17.4
1988,28.0
1989,31.4
1990,21.4
1991,27.3
1992,22.2
1993,19.4
1994,23.1
1995,16.7
1996,20.8
1997,18.5
1998,23.7
1999,31.9
2000,28.5
2001,25.1
2002,20.4
2003,13.3
2004,19.7
2005,17.5
2006,19.7
2007,19.4
2008,20.9
2009,21.4
2010,24.7
2011,21.8
2012,17.3
2013,30.1
2014,
2015,23.1
2016,
2017,22.6
2018,
