,DATE,TMAX
354,1881-12-21,-2.4
719,1882-12-21,
1084,1883-12-21,-5.1
1450,1884-12-21,0.5
1815,1885-12-21,2.5
2180,1886-12-21,-1.0
2545,1887-12-21,-2.0
2911,1888-12-21,-7.5
3276,1889-12-21,1.4
3641,1890-12-21,-6.4
4006,1891-12-21,2.4
4372,1892-12-21,-11.8
4737,1893-12-21,-0.9
5102,1894-12-21,-9.9
5467,1895-12-21,-2.1
5833,1896-12-21,-5.1
6198,1897-12-21,-8.9
6563,1898-12-21,-8.3
6928,1899-12-21,-5.7
7293,1900-12-21,3.4
7658,1901-12-21,-3.6
8023,1902-12-21,-16.7
8388,1903-12-21,
8754,1904-12-21,-0.8
9119,1905-12-21,0.7
9484,1906-12-21,1.6
9849,1907-12-21,-17.8
10215,1908-12-21,1.9
10580,1909-12-21,1.9
10945,1910-12-21,1.4
11310,1911-12-21,2.9
11676,1912-12-21,2.4
12041,1913-12-21,0.6
12406,1914-12-21,0.6
12771,1915-12-21,-14.8
13137,1916-12-21,-3.5
13502,1917-12-21,-1.5
13867,1918-12-21,-6.4
14232,1919-12-21,-21.5
14598,1920-12-21,0.9
14963,1921-12-21,-5.5
15328,1922-12-21,-6.6
15693,1923-12-21,-5.7
16059,1924-12-21,-1.1
16424,1925-12-21,-14.4
16789,1926-12-21,-9.6
17154,1927-12-21,-4.6
17520,1928-12-21,0.6
17885,1929-12-21,3.7
18250,1930-12-21,1.1
18615,1931-12-21,-1.1
18981,1932-12-21,5.1
19346,1933-12-21,-6.0
19711,1934-12-21,-1.6
20076,1935-12-21,-0.9
20442,1936-12-21,5.5
20807,1937-12-21,-10.4
21172,1938-12-21,-15.4
21537,1939-12-21,-10.4
21903,1940-12-21,-4.2
22268,1941-12-21,1.4
22633,1942-12-21,1.7
22998,1943-12-21,2.7
23364,1944-12-21,-5.7
23729,1945-12-21,1.4
24094,1946-12-21,1.5
24459,1947-12-21,0.0
24825,1948-12-21,1.9
25190,1949-12-21,4.4
25555,1950-12-21,-2.0
25920,1951-12-21,3.6
26286,1952-12-21,2.2
26651,1953-12-21,-6.9
27016,1954-12-21,3.6
27381,1955-12-21,-15.8
27747,1956-12-21,-0.8
28112,1957-12-21,5.2
28477,1958-12-21,-1.8
28842,1959-12-21,-4.5
29208,1960-12-21,1.1
29573,1961-12-21,-5.2
29938,1962-12-21,-11.9
30303,1963-12-21,-10.3
30669,1964-12-21,-6.4
31034,1965-12-21,1.7
31399,1966-12-21,-10.4
31764,1967-12-21,-16.8
32130,1968-12-21,0.2
32495,1969-12-21,-7.7
32860,1970-12-21,-2.7
33225,1971-12-21,-5.4
33591,1972-12-21,2.6
33956,1973-12-21,-4.8
34321,1974-12-21,0.9
34686,1975-12-21,2.1
35052,1976-12-21,-5.9
35417,1977-12-21,0.6
35782,1978-12-21,-13.7
36147,1979-12-21,-4.7
36513,1980-12-21,0.6
36878,1981-12-21,-5.2
37243,1982-12-21,5.4
37608,1983-12-21,2.4
37974,1984-12-21,2.0
38339,1985-12-21,-6.8
38704,1986-12-21,-5.4
39069,1987-12-21,-2.3
39435,1988-12-21,-2.5
39800,1989-12-21,1.2
40165,1990-12-21,0.3
40530,1991-12-21,3.0
40896,1992-12-21,-0.3
41261,1993-12-21,2.4
41626,1994-12-21,-4.8
41991,1995-12-21,-7.1
42357,1996-12-21,-9.1
42722,1997-12-21,-5.7
43087,1998-12-21,-1.9
43452,1999-12-21,-3.3
43818,2000-12-21,-0.6
44183,2001-12-21,-12.3
44548,2002-12-21,1.9
44913,2003-12-21,-0.9
45279,2004-12-21,-0.6
45644,2005-12-21,-2.8
46009,2006-12-21,2.2
46374,2007-12-21,3.0
46740,2008-12-21,-0.5
47105,2009-12-21,-10.8
47470,2010-12-21,-6.8
47835,2011-12-21,1.3
48201,2012-12-21,-12.7
48566,2013-12-21,3.4
48931,2014-12-21,
49275,2015-12-21,
49641,2016-12-21,
50006,2017-12-21,
50364,2018-12-21,
